"SLA","Line","adjusted_SLA"
20.3603693404526,"B1K-27-19",248.95860061781
5.10221090511028,"B1K-28-01",233.700442182468
-2.8290772905952,"B1K-28-07",225.769153986762
1.90903114457426,"B1K-28-10",230.507262421932
-17.5900893291161,"B1K-28-13",211.008141948241
18.1762510793561,"B1K-28-15",246.774482356713
-3.96459775236683,"B1K-28-17",224.63363352499
-17.7593965652347,"B1K-29-02",210.838834712123
-6.6286773073359,"B1K-29-05",221.969553970021
4.72713805402221,"B1K-29-13",233.32536933138
3.32264202288016,"B1K-29-20",231.920873300237
19.3338217237838,"B1K-30-03",247.932053001141
-27.5600844820088,"B1K-30-07",201.038146795348
14.5844865781623,"B1K-30-11",243.18271785552
19.0260371003928,"B1K-30-13",247.62426837775
16.9804455206285,"B1K-30-20",245.578676797986
12.2408367230812,"B1K-31-01",240.839068000439
0.469200797984758,"B1K-31-05",229.067432075342
-4.57297893207274,"B1K-31-11",224.025252345285
1.56775775701309,"B1K-31-15",230.16598903437
3.83999098159753,"B1K-31-19",232.438222258955
23.7808588619268,"B1K-32-02",252.379090139284
-11.7893125862536,"B1K-32-08",216.808918691104
-11.0714044199879,"B1K-32-09",217.526826857369
15.7166943114902,"B1K-32-13",244.314925588847
-0.950965341645792,"B1K-32-18",227.647265935711
1.95304097944248,"B1K-32-20",230.5512722568
-12.0945725260851,"B1K-33-03",216.503658751272
-17.6101444741203,"B1K-33-06",210.988086803237
3.73932650248504,"B1K-33-09",232.337557779842
18.3209110084704,"B1K-33-12",246.919142285828
-23.1101847956033,"B1K-33-19",205.488046481754
-2.093303648036,"B1K-34-02",226.504927629321
20.2928580233335,"B1K-34-05",248.891089300691
-7.12211496907211,"B1K-34-06",221.476116308285
14.372995278901,"B1K-34-10",242.971226556258
-27.8021813655639,"B1K-34-14",200.796049911793
-0.0293070732601989,"B1K-34-19",228.568924204097
-0.635659086311437,"B1K-34-20",227.962572191046
9.59848071829549,"B1K-35-03",238.196711995653
28.7908468560432,"B1K-35-04",257.389078133401
2.0110637228803,"B1K-35-07",230.609295000238
23.1699942711399,"B1K-35-08",251.768225548497
6.6459701118799,"B1K-35-11",235.244201389237
-7.12714764284854,"B1K-35-13",221.471083634509
7.52873717355828,"B1K-35-19",236.126968450916
1.16357429257588,"B1K-35-20",229.761805569933
3.09230666421064,"B1K-36-02",231.690537941568
-31.5912784352674,"B1K-36-04",197.00695284209
-18.7330765544393,"B1K-36-06",209.865154722918
-23.1397505370859,"B1K-36-11",205.458480740271
5.37100774778179,"B1K-36-15",233.969239025139
-8.44343479305129,"B1K-36-16",220.154796484306
-7.78734841006128,"B1K-36-19",220.810882867296
28.0873417735287,"B1K-37-02",256.685573050886
1.30991626388908,"B1K-37-06",229.908147541246
-3.93833781030167,"B1K-37-11",224.659893467056
1.99810177116414,"B1K-37-15",230.596333048521
1.69144876592662,"B1K-37-19",230.289680043284
-1.48190162092575,"B1K-37-20",227.116329656432
-4.3246910965001,"B1K-38-01",224.273540180857
-1.73173276000422,"B1K-38-08",226.866498517353
13.4054428710625,"B1K-38-12",242.00367414842
12.8992180455872,"B1K-38-14",241.497449322945
-12.2271667861339,"B1K-38-20",216.371064491223
-13.9855641475865,"B1K-39-02",214.612667129771
5.06014432560365,"B1K-39-07",233.658375602961
-17.1062994043839,"B1K-39-12",211.491931872973
1.78177348675338,"B1K-39-16",230.380004764111
19.4238010397287,"B1K-40-02",248.022032317086
2.5549114737387,"B1K-40-11",231.153142751096
-7.76527202526623,"B1K-40-17",220.832959252091
9.13663873499458,"B1K-41-03",237.734870012352
17.3903422567724,"B1K-41-08",245.98857353413
-9.23909792551966,"B1K-41-11",219.359133351838
-0.501575474626403,"B1K-41-13",228.096655802731
37.1063857713855,"B1K-41-18",265.704617048743
-3.31988560833473,"B1K-42-01",225.278345669023
13.8244293048083,"B1K-42-07",242.422660582166
7.32598997142497,"B1K-42-10",235.924221248782
5.89128139245175,"B1K-42-16",234.489512669809
2.55189793432215,"B1K-42-17",231.150129211679
-15.7954960083069,"B1K-42-19",212.80273526905
-3.64251710207573,"B1K-43-04",224.955714175282
-2.29338408232439,"B1K-43-05",226.304847195033
-13.7202048934392,"B1K-43-11",214.878026383918
2.91410606782583,"B1K-43-14",231.512337345183
8.0106658748932,"B1K-43-15",236.60889715225
10.7925726080931,"B1K-43-20",239.39080388545
19.4252064846657,"B1K-44-02",248.023437762023
20.0566847073105,"B1K-44-06",248.654915984668
7.66540455248689,"B1K-44-09",236.263635829844
1.47354823179055,"B1K-44-14",230.071779509148
-6.75630749478464,"B1K-44-20",221.841923782573
0.837905991279886,"B1K-45-02",229.436137268637
-1.95952948110653,"B1K-45-05",226.638701796251
-2.43181086866264,"B1K-45-09",226.166420408695
-3.17996949993332,"B1K-45-10",225.418261777424
1.54880012464047,"B1K-45-18",230.147031401998
14.191635275765,"B1K-46-03",242.789866553122
-0.643386977655281,"B1K-46-07",227.954844299702
11.5707527833354,"B1K-46-15",240.168984060693
-0.530314232025106,"B1K-46-20",228.067917045332
0.580741497038835,"B1K-47-04",229.178972774396
6.79278258669144,"B1K-47-08",235.391013864049
-7.28493834485195,"B1K-47-12",221.313292932505
12.3101963746055,"B1K-47-20",240.908427651963
13.1630186027775,"B1K-48-03",241.761249880135
-0.0536166784105649,"B1K-48-06",228.544614598947
-1.47426943397181,"B1K-48-11",227.123961843385
22.4655410554287,"B1K-48-13",251.063772332786
-31.6166941925704,"B1K-49-04",196.981537084787
16.7788539792644,"B1K-49-08",245.377085256622
2.57806621269811,"B1K-49-10",231.176297490055
26.3042109413753,"B1K-49-11",254.902442218733
28.129366507383,"B1K-49-13",256.72759778474
3.38919073364608,"B1K-49-18",231.987422011003
-26.7990291721542,"B1K-50-04",201.799202105203
-28.6644593758538,"B1K-50-07",199.933771901503
-2.41764448591184,"B1K-50-12",226.180586791445
-17.9304279349014,"B1K-50-14",210.667803342456
-23.2505047335913,"B1K-50-20",205.347726543766
-2.02291574482571,"B1K-51-01",226.575315532532
2.13111951264916,"B1K-51-04",230.729350790006
-18.9759291076131,"B1K-51-07",209.622302169744
13.0108180591237,"B1K-51-10",241.609049336481
34.9245864317948,"B1K-51-13",263.522817709152
-8.54436879766013,"B1K-51-19",220.053862479697
