"Days_to_Heading","Line","adjusted_hd"
0.858116394925153,"B1K-19-05",34.4454403385871
-0.649915981132685,"B1K-19-08",32.9374079625293
1.68917883612581,"B1K-19-12",35.2765027797878
-0.904385045749529,"B1K-19-15",32.6829388979124
-0.800993516618026,"B1K-19-20",32.7863304270439
-1.33299390462815,"B1K-20-01",32.2543300390338
1.31920252508349,"B1K-20-02",34.9065264687455
-0.676933994313363,"B1K-20-07",32.9103899493486
0.831600801005436,"B1K-20-08",34.4189247446674
0.926078178943999,"B1K-20-10",34.513402122606
-0.800432013072345,"B1K-20-11",32.7868919305896
0.190853208341665,"B1K-20-13",33.7781771520036
0.869579692796328,"B1K-20-17",34.4569036364583
0.232874503401325,"B1K-20-20",33.8201984470633
0.673915251482521,"B1K-21-02",34.2612391951445
1.67831497776609,"B1K-21-03",35.2656389214281
-0.944339040841584,"B1K-21-08",32.6429849028204
2.35578965649398,"B1K-21-10",35.943113600156
1.41753219445977,"B1K-21-11",35.0048561381217
0.0783536442490711,"B1K-21-15",33.665677587911
1.3520263705952,"B1K-21-20",34.9393503142572
-0.169514277923652,"B1K-22-02",33.4178096657383
0.115695465742656,"B1K-22-03",33.7030194094046
-2.61621427829991,"B1K-22-06",30.9711096653621
-3.20765411391821,"B1K-22-08",30.3796698297438
-1.89211518559523,"B1K-22-09",31.6952087580667
1.69977133223333,"B1K-22-10",35.2870952758953
0.795432931418224,"B1K-22-12",34.3827568750802
0.525738598394717,"B1K-22-13",34.1130625420567
0.207382468122595,"B1K-22-14",33.7947064117846
1.01873505773916,"B1K-22-16",34.6060590014011
0.99248181374087,"B1K-22-18",34.5798057574028
0.672429117587629,"B1K-23-01",34.2597530612496
0.0555996506999201,"B1K-23-02",33.6429235943619
0.966932680399399,"B1K-23-06",34.5542566240614
-0.0749491717946988,"B1K-23-07",33.5123747718673
-0.597495054961783,"B1K-23-11",32.9898288887002
-0.807705787244522,"B1K-23-12",32.7796181564174
-2.87830376723335,"B1K-23-14",30.7090201764286
0.281336333594796,"B1K-23-19",33.8686602772568
-0.0506488098267451,"B1K-24-01",33.5366751338352
-0.47794760480817,"B1K-24-02",33.1093763388538
-0.600825814636342,"B1K-24-03",32.9864981290256
-0.319282074194895,"B1K-24-05",33.2680418694671
-0.547280077275022,"B1K-24-07",33.040043866387
0.241620084568725,"B1K-24-09",33.8289440282307
-0.658751620167549,"B1K-24-10",32.9285723234944
-0.119098599613072,"B1K-24-13",33.4682253440489
0.318787290482424,"B1K-24-16",33.9061112341444
0.246297368989235,"B1K-24-18",33.8336213126512
-1.3806774661479,"B1K-25-01",32.2066464775141
-0.336890856806027,"B1K-25-05",33.2504330868559
-4.40856769184927,"B1K-25-08",29.1787562518127
0.525708376268955,"B1K-25-09",34.1130323199309
-4.35621856871243,"B1K-25-13",29.2311053749495
-2.63612568812262,"B1K-25-15",30.9511982555394
-4.41422449312566,"B1K-25-20",29.1730994505363
0.453861694455628,"B1K-26-03",34.0411856381176
0.686320126806372,"B1K-26-05",34.2736440704683
1.83073377732845,"B1K-26-08",35.4180577209904
0.264403869441374,"B1K-26-09",33.8517278131033
1.91179908089117,"B1K-26-11",35.4991230245531
0.623073872660422,"B1K-26-13",34.2103978163224
-0.290528444119168,"B1K-26-16",33.2967954995428
1.0762551445468,"B1K-26-17",34.6635790882088
3.494029767101,"B1K-27-02",37.081353710763
0.571828219075968,"B1K-27-08",34.1591521627379
0.0241944037568213,"B1K-27-11",33.6115183474188
0.230163130808771,"B1K-27-15",33.8174870744707
0.129641926553899,"B1K-27-19",33.7169658702159
-0.510794062681701,"B1K-28-01",33.0765298809803
0.616876099499824,"B1K-28-07",34.2042000431618
-0.166178543155395,"B1K-28-10",33.4211454005066
-0.325927512968741,"B1K-28-13",33.2613964306932
-0.280496737615433,"B1K-28-15",33.3068272060465
-0.504906033173727,"B1K-28-17",33.0824179104882
-0.169514277923652,"B1K-29-02",33.4178096657383
-0.269726758673831,"B1K-29-05",33.3175971849881
-0.308017305113062,"B1K-29-13",33.2793066385489
-0.0453241140462708,"B1K-29-20",33.5419998296157
-0.229625040608361,"B1K-30-03",33.3576989030536
-0.527828169865734,"B1K-30-07",33.0594957737962
0.505460812613739,"B1K-30-11",34.0927847562757
0.346788343794313,"B1K-30-13",33.9341122874563
0.33653002322036,"B1K-30-20",33.9238539668823
-0.304564031484314,"B1K-31-01",33.2827599121777
0.61713939707171,"B1K-31-05",34.2044633407337
-0.858259403109705,"B1K-31-11",32.7290645405523
0.632391690546963,"B1K-31-15",34.2197156342089
-0.0465101616685397,"B1K-31-19",33.5408137819934
3.31834410271165,"B1K-32-02",36.9056680463736
-0.750728716656339,"B1K-32-08",32.8365952270056
-0.765084638171849,"B1K-32-09",32.8222393054901
-0.686608887056648,"B1K-32-13",32.9007150566053
1.21384654753932,"B1K-32-18",34.8011704912013
0.887593115488987,"B1K-32-20",34.474917059151
-0.723853609610149,"B1K-33-03",32.8634703340518
-0.569662173403738,"B1K-33-06",33.0176617702582
-0.780835957966158,"B1K-33-09",32.8064879856958
0.398429142136072,"B1K-33-12",33.985753085798
0.358395104502302,"B1K-33-19",33.9457190481643
1.50489378579582,"B1K-34-02",35.0922177294578
0.605370017781279,"B1K-34-05",34.1926939614432
-0.117480544051578,"B1K-34-06",33.4698433996104
3.19843153439046,"B1K-34-10",36.7857554780524
0.209161812248626,"B1K-34-14",33.7964857559106
-0.647852954408159,"B1K-34-19",32.9394709892538
0.7628796974522,"B1K-34-20",34.3502036411142
1.37007705693174,"B1K-35-03",34.9574010005937
-0.25494382452936,"B1K-35-04",33.3323801191326
1.075671019326,"B1K-35-07",34.662994962988
2.53108139918127,"B1K-35-08",36.1184053428432
0.803062806580286,"B1K-35-11",34.3903867502423
0.0807626693991198,"B1K-35-13",33.6680866130611
0.691481000009795,"B1K-35-19",34.2788049436718
1.28243070961163,"B1K-35-20",34.8697546532736
0.286917695987263,"B1K-36-02",33.8742416396492
0.835388787177028,"B1K-36-04",34.422712730839
0.678470135323962,"B1K-36-06",34.2657940789859
-0.326879272685953,"B1K-36-11",33.260444670976
0.709482381880866,"B1K-36-15",34.2968063255428
0.813321127154239,"B1K-36-16",34.4006450708162
0.733535882622487,"B1K-36-19",34.3208598262845
5.94985807146458,"B1K-37-02",39.5371820151265
0.489658523054287,"B1K-37-06",34.0769824667163
0.313038580100144,"B1K-37-11",33.9003625237621
-0.0382385668007429,"B1K-37-15",33.5490853768612
-0.546245980919346,"B1K-37-19",33.0410779627426
0.00841595766564497,"B1K-37-20",33.5957399013276
2.83013986907536,"B1K-38-01",36.4174638127373
-0.519901374173984,"B1K-38-08",33.067422569488
2.66156406485792,"B1K-38-12",36.2488880085199
1.33245534554141,"B1K-38-14",34.9197792892034
-0.207117045181137,"B1K-38-20",33.3802068984808
4.8923403388033,"B1K-39-02",38.4796642824653
0.885389719026765,"B1K-39-07",34.4727136626887
0.281336333594796,"B1K-39-12",33.8686602772568
1.33611247615625,"B1K-39-16",34.9234364198182
1.03711711488535,"B1K-40-02",34.6244410585473
0.724707559560939,"B1K-40-11",34.3120315032229
4.04847259295405,"B1K-40-17",37.635796536616
2.11802354345075,"B1K-41-03",35.7053474871127
2.42175893503388,"B1K-41-08",36.0090828786958
4.48886236491347,"B1K-41-11",38.0761863085754
4.97486230511867,"B1K-41-13",38.5621862487806
2.16217473756678,"B1K-41-18",35.7494986812288
2.48300723293952,"B1K-42-01",36.0703311766015
0.631106067044615,"B1K-42-07",34.2184300107066
0.638706082170705,"B1K-42-10",34.2260300258327
-0.368377113054359,"B1K-42-16",33.2189468306076
2.74359903081284,"B1K-42-17",36.3309229744748
1.56445848121422,"B1K-42-19",35.1517824248762
-0.501453559369368,"B1K-43-04",33.0858703842926
0.11928106502035,"B1K-43-05",33.7066050086823
0.665041401186729,"B1K-43-11",34.2523653448487
-0.871752994878203,"B1K-43-14",32.7155709487838
0.994710722237095,"B1K-43-15",34.5820346658991
1.08473272501339,"B1K-43-20",34.6720566686754
2.87257734250059,"B1K-44-02",36.4599012861626
0.726198563647223,"B1K-44-06",34.3135225073092
3.25038231869281,"B1K-44-09",36.8377062623548
-0.721414000963655,"B1K-44-14",32.8659099426983
0.258174776201013,"B1K-44-20",33.845498719863
-0.724225614821335,"B1K-45-02",32.8630983288406
-0.233642016447322,"B1K-45-05",33.3536819272147
1.64718012401338,"B1K-45-09",35.2345040676754
1.17601516524079,"B1K-45-10",34.7633391089028
3.01113405212357,"B1K-45-18",36.5984579957855
-0.433752650719617,"B1K-46-03",33.1535712929424
-0.729248134566626,"B1K-46-07",32.8580758090953
2.04131787843959,"B1K-46-15",35.6286418221016
0.363038724330811,"B1K-46-20",33.9503626679928
0.478700889229931,"B1K-47-04",34.0660248328919
1.09316781503833,"B1K-47-08",34.6804917587003
1.76651124535686,"B1K-47-12",35.3538351890188
2.01447532793232,"B1K-47-20",35.6017992715943
0.021645353503984,"B1K-48-03",33.608969297166
1.0979256978543,"B1K-48-06",34.6852496415163
0.884608742891286,"B1K-48-11",34.4719326865533
-0.130002760139559,"B1K-48-13",33.4573211835224
0.603902071283994,"B1K-49-04",34.191226014946
-0.724277041166063,"B1K-49-08",32.8630469024959
0.489625149872062,"B1K-49-10",34.076949093534
0.0278573692449285,"B1K-49-11",33.6151813129069
-0.633739421929121,"B1K-49-13",32.9535845217329
0.643196302852791,"B1K-49-18",34.2305202465148
0.716363767604905,"B1K-50-04",34.3036877112669
0.662116878588382,"B1K-50-07",34.2494408222504
-0.694573120182355,"B1K-50-12",32.8927508234796
0.99248181374087,"B1K-50-14",34.5798057574028
5.37726542640038,"B1K-50-20",38.9645893700624
1.9349689488191,"B1K-51-01",35.5222928924811
3.06443152618557,"B1K-51-04",36.6517554698475
2.85861294718055,"B1K-51-07",36.4459368908425
-0.647150203896968,"B1K-51-10",32.940173739765
1.46640474507668,"B1K-51-13",35.0537286887387
3.59348726873038,"B1K-51-19",37.1808112123924
