"Wavelength","2103 3","2104 3","2106 3","2108 3","2111 3","2113 3","2116 3","2117 3","2118 3","2120 3","2121 3","2123 3","2125 3","2126 3","2127 3","2133 3","2134 3","2135 3","2141 3","2145 3","2151 3","2152 3","2155 3","2157 3","2159 3","2160 3","2161 3","2162 3","2166 3","2167 3","2168 3","2170 3","2174 3","2178 3","2180 3","2181 3","2183 3","2184 3","2187 3","2188 3","2191 3","2192 3","2194 3","2195 3","2196 3","2197 3","2203 3","2208 3","2209 3","2210 3","2213 3","2214 3","2215 3","2216 3","2221 3","2222 3","2224 3","2226 3","2227 3","2230 3","2231 3","2233 3","2235 3","2236 3","2239 3","2241 3","2242 3","2246 3","2252 3","2254 3","2255 3","2257 3","2262 3","2263 3","2265 3","2271 3","2275 3","2276 3","2280 3","2285 3","2297 3","2298 3","2301 3","2307 3","2314 3","2318 3"
"893","0.4216099","0.4275214","0.4980315","0.4108641","0.4589780","0.4086816","0.4169967","0.4288338","0.4312769","0.4351624","0.4328654","0.3993264","0.4631321","0.3825309","0.4541665","0.4215903","0.4710949","0.3752013","0.4595742","0.4046712","0.4474282","0.4318559","0.4550737","0.4429427","0.4414245","0.4681896","0.4494278","0.4255117","0.4184920","0.4021985","0.4641846","0.4451971","0.4980567","0.4755993","0.4452665","0.4581174","0.4218794","0.4631746","0.4748788","0.4620300","0.4813786","0.4526013","0.4443778","0.4514938","0.4716724","0.4579214","0.4752544","0.3692118","0.4751280","0.4391426","0.3778671","0.4202777","0.4506225","0.4284721","0.4280686","0.4242737","0.4172498","0.4185079","0.3895230","0.4400330","0.4478406","0.4445000","0.3989225","0.4249275","0.4380480","0.4041067","0.4035490","0.4022392","0.4595500","0.4143242","0.4210567","0.4235501","0.4235474","0.4170697","0.3826004","0.4043075","0.3934518","0.4226946","0.4173020","0.3604896","0.4750731","0.4216643","0.4396997","0.3828861","0.4267097","0.3934942"
"894","0.4215817","0.4275576","0.4979921","0.4108258","0.4589949","0.4086825","0.4170046","0.4288342","0.4312679","0.4351935","0.4328819","0.3993272","0.4631013","0.3825177","0.4541289","0.4215727","0.4710812","0.3752076","0.4594902","0.4046885","0.4473934","0.4318669","0.4550094","0.4429214","0.4413686","0.4681866","0.4493667","0.4255446","0.4184756","0.4021682","0.4641311","0.4451698","0.4980778","0.4755562","0.4452582","0.4581200","0.4218608","0.4631181","0.4748446","0.4620031","0.4813406","0.4525331","0.4442825","0.4514362","0.4716013","0.4578952","0.4752273","0.3692120","0.4750922","0.4391385","0.3778572","0.4202967","0.4505923","0.4284950","0.4280381","0.4242128","0.4172364","0.4184798","0.3895431","0.4400349","0.4478510","0.4444774","0.3989326","0.4249253","0.4379656","0.4041222","0.4036127","0.4022583","0.4595222","0.4142690","0.4210318","0.4234953","0.4235538","0.4170969","0.3825867","0.4042712","0.3934848","0.4226763","0.4172808","0.3604649","0.4750382","0.4216464","0.4396532","0.3829042","0.4266967","0.3934178"
"895","0.4215596","0.4275562","0.4979032","0.4108318","0.4590015","0.4086948","0.4169925","0.4288265","0.4312639","0.4351821","0.4328885","0.3993291","0.4630692","0.3825266","0.4540759","0.4215354","0.4710332","0.3752300","0.4594489","0.4046888","0.4473993","0.4318544","0.4549551","0.4428867","0.4413283","0.4681745","0.4493420","0.4255666","0.4184703","0.4021933","0.4641020","0.4451599","0.4980549","0.4755267","0.4452477","0.4580904","0.4219151","0.4630547","0.4747819","0.4619725","0.4813203","0.4524869","0.4442216","0.4513947","0.4715680","0.4578643","0.4752000","0.3692354","0.4750717","0.4391290","0.3778678","0.4203309","0.4505704","0.4284719","0.4280216","0.4242234","0.4172067","0.4184557","0.3895400","0.4399973","0.4478294","0.4444795","0.3989248","0.4249343","0.4379583","0.4041694","0.4036847","0.4022350","0.4594890","0.4142415","0.4210419","0.4234543","0.4235751","0.4170989","0.3825754","0.4042804","0.3935044","0.4226666","0.4172921","0.3605051","0.4749702","0.4216396","0.4396643","0.3828904","0.4266854","0.3933822"
"896","0.4215517","0.4275258","0.4978163","0.4108741","0.4589553","0.4087225","0.4169830","0.4288108","0.4312597","0.4351424","0.4328958","0.3993317","0.4630430","0.3825555","0.4540253","0.4215101","0.4709856","0.3752477","0.4594360","0.4046851","0.4474403","0.4318540","0.4549375","0.4428549","0.4413176","0.4681350","0.4493361","0.4255926","0.4184589","0.4022420","0.4640884","0.4451388","0.4980408","0.4755000","0.4452599","0.4580602","0.4219977","0.4630157","0.4747126","0.4619536","0.4813210","0.4524779","0.4441799","0.4513650","0.4715587","0.4578434","0.4751602","0.3692821","0.4750568","0.4391138","0.3779210","0.4203580","0.4505637","0.4284436","0.4280114","0.4242439","0.4171832","0.4184644","0.3895631","0.4399576","0.4477918","0.4444686","0.3988838","0.4249617","0.4379676","0.4042341","0.4037665","0.4021873","0.4594522","0.4142494","0.4210705","0.4234434","0.4235935","0.4170808","0.3825830","0.4043077","0.3935220","0.4226993","0.4173146","0.3605958","0.4749088","0.4216455","0.4396901","0.3828631","0.4266842","0.3933922"
"897","0.4215557","0.4275060","0.4978039","0.4109233","0.4588630","0.4087492","0.4170007","0.4287895","0.4312483","0.4351205","0.4329107","0.3993294","0.4630154","0.3825737","0.4539816","0.4215153","0.4709725","0.3752380","0.4593969","0.4046866","0.4474694","0.4319003","0.4549539","0.4428487","0.4413271","0.4680693","0.4493053","0.4256416","0.4184212","0.4022480","0.4640785","0.4450892","0.4980888","0.4754534","0.4453082","0.4580696","0.4220341","0.4630178","0.4746684","0.4619503","0.4813368","0.4524799","0.4441213","0.4513355","0.4715380","0.4578436","0.4751125","0.3693347","0.4750435","0.4391019","0.3779995","0.4203573","0.4505665","0.4284661","0.4279926","0.4241911","0.4171899","0.4185014","0.3896439","0.4399749","0.4477653","0.4444216","0.3988118","0.4249975","0.4379041","0.4042841","0.4038460","0.4021637","0.4594173","0.4142725","0.4210853","0.4234407","0.4235883","0.4170681","0.3826173","0.4043042","0.3935682","0.4227725","0.4173053","0.3606587","0.4748832","0.4216634","0.4396689","0.3828718","0.4266837","0.3934060"
"898","0.4215319","0.4274865","0.4977864","0.4109868","0.4588168","0.4087523","0.4169827","0.4287448","0.4312057","0.4351224","0.4329055","0.3992989","0.4629353","0.3825409","0.4539404","0.4214795","0.4709532","0.3752338","0.4593649","0.4046485","0.4474888","0.4318969","0.4549316","0.4428536","0.4413213","0.4680018","0.4492527","0.4256834","0.4184234","0.4021934","0.4640481","0.4450597","0.4980843","0.4753626","0.4452841","0.4580204","0.4220803","0.4630053","0.4746577","0.4619236","0.4813207","0.4524962","0.4440606","0.4513111","0.4714429","0.4577866","0.4750814","0.3693369","0.4749865","0.4390652","0.3780244","0.4204087","0.4505226","0.4284427","0.4279758","0.4241353","0.4172175","0.4185097","0.3896334","0.4399550","0.4477335","0.4444007","0.3987958","0.4250190","0.4378513","0.4042334","0.4039138","0.4022098","0.4593537","0.4142795","0.4210849","0.4234228","0.4235484","0.4170631","0.3826460","0.4042628","0.3936304","0.4227672","0.4173339","0.3606321","0.4748401","0.4216625","0.4396103","0.3829091","0.4266081","0.3933882"
"899","0.4214910","0.4275000","0.4977555","0.4110357","0.4587963","0.4087773","0.4169810","0.4287428","0.4311711","0.4351271","0.4328856","0.3993032","0.4628907","0.3825392","0.4539264","0.4214471","0.4709271","0.3752621","0.4593594","0.4046447","0.4475125","0.4318976","0.4548745","0.4428719","0.4413357","0.4679858","0.4492354","0.4257148","0.4184753","0.4021678","0.4639927","0.4450332","0.4980661","0.4752953","0.4452365","0.4579696","0.4221346","0.4630055","0.4746160","0.4618851","0.4812737","0.4525042","0.4440557","0.4512646","0.4714064","0.4577075","0.4750402","0.3693277","0.4749039","0.4390186","0.3780754","0.4204318","0.4504830","0.4284384","0.4279862","0.4241177","0.4172303","0.4184997","0.3896302","0.4399361","0.4476935","0.4444031","0.3988227","0.4250515","0.4378303","0.4041932","0.4039853","0.4022530","0.4593152","0.4142542","0.4210608","0.4234133","0.4235422","0.4170617","0.3826507","0.4042298","0.3936303","0.4227598","0.4173012","0.3606146","0.4747704","0.4216450","0.4395793","0.3829152","0.4265913","0.3933607"
"900","0.4214439","0.4275247","0.4977137","0.4110496","0.4587876","0.4088083","0.4169668","0.4287661","0.4311576","0.4351314","0.4328805","0.3993410","0.4629065","0.3825691","0.4539029","0.4214292","0.4708707","0.3752920","0.4593633","0.4046810","0.4475305","0.4319100","0.4548189","0.4428790","0.4413421","0.4679969","0.4492548","0.4257241","0.4185151","0.4021742","0.4639182","0.4450122","0.4980485","0.4752732","0.4452024","0.4579239","0.4221535","0.4630064","0.4745481","0.4618657","0.4812158","0.4524918","0.4440645","0.4512166","0.4714283","0.4576633","0.4749982","0.3693113","0.4748346","0.4389790","0.3781425","0.4204322","0.4504732","0.4284453","0.4280021","0.4241339","0.4172272","0.4184976","0.3896620","0.4399144","0.4476550","0.4444081","0.3988416","0.4250898","0.4378518","0.4042051","0.4040407","0.4022439","0.4592866","0.4142149","0.4210321","0.4234278","0.4235576","0.4170593","0.3826391","0.4042174","0.3935987","0.4227642","0.4172507","0.3606339","0.4747052","0.4216251","0.4395853","0.3828966","0.4266429","0.3933475"
"901","0.4214033","0.4275240","0.4976758","0.4110240","0.4587821","0.4088096","0.4168943","0.4287618","0.4311597","0.4351363","0.4329145","0.3993729","0.4629497","0.3825852","0.4538268","0.4214189","0.4707751","0.3752811","0.4593446","0.4047248","0.4475236","0.4319154","0.4547991","0.4428444","0.4412983","0.4679774","0.4492764","0.4257120","0.4184748","0.4021739","0.4638459","0.4450105","0.4980322","0.4752733","0.4451966","0.4578737","0.4221120","0.4629810","0.4744885","0.4618938","0.4811768","0.4524649","0.4440194","0.4512054","0.4714391","0.4576874","0.4749758","0.3692800","0.4748106","0.4389589","0.3781761","0.4204539","0.4504911","0.4284251","0.4279869","0.4241503","0.4172237","0.4185239","0.3897031","0.4398807","0.4476352","0.4443917","0.3987971","0.4251135","0.4378989","0.4042591","0.4040550","0.4021733","0.4592292","0.4141904","0.4210260","0.4234561","0.4235540","0.4170506","0.3826322","0.4042204","0.3936136","0.4227609","0.4172740","0.3606723","0.4746826","0.4216260","0.4396003","0.3828899","0.4266991","0.3933660"
"902","0.4213874","0.4275473","0.4976819","0.4109910","0.4587825","0.4088202","0.4168527","0.4287478","0.4311636","0.4351088","0.4329303","0.3993714","0.4629039","0.3825644","0.4537827","0.4214203","0.4707514","0.3752965","0.4593039","0.4047649","0.4474881","0.4318989","0.4547492","0.4427755","0.4412630","0.4679301","0.4492600","0.4257554","0.4184483","0.4021799","0.4638446","0.4450448","0.4980217","0.4751961","0.4451632","0.4578715","0.4221849","0.4629327","0.4744013","0.4619406","0.4811887","0.4524771","0.4440156","0.4512250","0.4714275","0.4576510","0.4749435","0.3692637","0.4747814","0.4389496","0.3781883","0.4204808","0.4504825","0.4283982","0.4279626","0.4241316","0.4172062","0.4185350","0.3896742","0.4399151","0.4476490","0.4443602","0.3987003","0.4251160","0.4378655","0.4043195","0.4040703","0.4021310","0.4591787","0.4141614","0.4210297","0.4233875","0.4235887","0.4170218","0.3826396","0.4042589","0.3936694","0.4227435","0.4172902","0.3607064","0.4746619","0.4216889","0.4395839","0.3828854","0.4267145","0.3934082"
"903","0.4213809","0.4275460","0.4976712","0.4109814","0.4587578","0.4088605","0.4168358","0.4287110","0.4311547","0.4351113","0.4329219","0.3993508","0.4628479","0.3825279","0.4537933","0.4214187","0.4707586","0.3752864","0.4592679","0.4047538","0.4475018","0.4318800","0.4547143","0.4426697","0.4412513","0.4679103","0.4492331","0.4257874","0.4184391","0.4021980","0.4638037","0.4450445","0.4980076","0.4751358","0.4451532","0.4578739","0.4222466","0.4629405","0.4743754","0.4619754","0.4811498","0.4524972","0.4439816","0.4512294","0.4713912","0.4576054","0.4749071","0.3692729","0.4747562","0.4389286","0.3782197","0.4205130","0.4504979","0.4283959","0.4279358","0.4241221","0.4172272","0.4185196","0.3896591","0.4399504","0.4476925","0.4443424","0.3986876","0.4251210","0.4378129","0.4043534","0.4041148","0.4021515","0.4591617","0.4141633","0.4210801","0.4233696","0.4236191","0.4170400","0.3826450","0.4042915","0.3937081","0.4227622","0.4173351","0.3607585","0.4746311","0.4216867","0.4395841","0.3828762","0.4267144","0.3934179"
"904","0.4213624","0.4275170","0.4976069","0.4109811","0.4587127","0.4088981","0.4168453","0.4286709","0.4311296","0.4351407","0.4329001","0.3993454","0.4628220","0.3825113","0.4538136","0.4214131","0.4707716","0.3752921","0.4592620","0.4047144","0.4475546","0.4318684","0.4546864","0.4426004","0.4412553","0.4679165","0.4492115","0.4257957","0.4184410","0.4022266","0.4637299","0.4450014","0.4980000","0.4751154","0.4451744","0.4578578","0.4222469","0.4629570","0.4743921","0.4619846","0.4810664","0.4525118","0.4439165","0.4511921","0.4713399","0.4575822","0.4748717","0.3693054","0.4747295","0.4388935","0.3782680","0.4205371","0.4505076","0.4284015","0.4279137","0.4241229","0.4172504","0.4185072","0.3896890","0.4399696","0.4477094","0.4443364","0.3987526","0.4251335","0.4377721","0.4043543","0.4041720","0.4021936","0.4591620","0.4141817","0.4211209","0.4234186","0.4236307","0.4170841","0.3826555","0.4042846","0.3937092","0.4227739","0.4173915","0.3608207","0.4745931","0.4216317","0.4395892","0.3828578","0.4266952","0.3933966"
"905","0.4213138","0.4274975","0.4974940","0.4109610","0.4586736","0.4088806","0.4168771","0.4286615","0.4310937","0.4351449","0.4328902","0.3993823","0.4628239","0.3825445","0.4537711","0.4214082","0.4707776","0.3753820","0.4592882","0.4047105","0.4475752","0.4318656","0.4546295","0.4426540","0.4412501","0.4679071","0.4491978","0.4258055","0.4184391","0.4022574","0.4636998","0.4449534","0.4980128","0.4750974","0.4451963","0.4578190","0.4222126","0.4628825","0.4743630","0.4619673","0.4810171","0.4525217","0.4438718","0.4511153","0.4712904","0.4575838","0.4748374","0.3693492","0.4746843","0.4388575","0.3783058","0.4205344","0.4504465","0.4283748","0.4278995","0.4241039","0.4172028","0.4185376","0.3897419","0.4399877","0.4476391","0.4443205","0.3987880","0.4251466","0.4377446","0.4043410","0.4042049","0.4021813","0.4591385","0.4141708","0.4210607","0.4234472","0.4236308","0.4170835","0.3826826","0.4042333","0.3936889","0.4227013","0.4174088","0.3608695","0.4745587","0.4216243","0.4395564","0.3828314","0.4266416","0.3933895"
"906","0.4212485","0.4275485","0.4974426","0.4110094","0.4586296","0.4088679","0.4168437","0.4286614","0.4310520","0.4350930","0.4329361","0.3993761","0.4628204","0.3825796","0.4537151","0.4213739","0.4707344","0.3753501","0.4592208","0.4047261","0.4475450","0.4318828","0.4545969","0.4426777","0.4412059","0.4678737","0.4491935","0.4257875","0.4184013","0.4022803","0.4636376","0.4449033","0.4979961","0.4750531","0.4451757","0.4577511","0.4222229","0.4628951","0.4742886","0.4619049","0.4809964","0.4525160","0.4438729","0.4510636","0.4712554","0.4575791","0.4747896","0.3693952","0.4746086","0.4388300","0.3783617","0.4205112","0.4504120","0.4283487","0.4278716","0.4240584","0.4172024","0.4185394","0.3897597","0.4399474","0.4476208","0.4443081","0.3987693","0.4251791","0.4377380","0.4043584","0.4042522","0.4021682","0.4591004","0.4141331","0.4210144","0.4234007","0.4236039","0.4170939","0.3826476","0.4042567","0.3936920","0.4226847","0.4173896","0.3609326","0.4745244","0.4216287","0.4395477","0.3828182","0.4266127","0.3934388"
"907","0.4211769","0.4275759","0.4974115","0.4110791","0.4586056","0.4088593","0.4168045","0.4286278","0.4310053","0.4350190","0.4329554","0.3993444","0.4627981","0.3825737","0.4536558","0.4213477","0.4706809","0.3753158","0.4591616","0.4047124","0.4475073","0.4318808","0.4545647","0.4426344","0.4411548","0.4678014","0.4491574","0.4257701","0.4183820","0.4022484","0.4635820","0.4448645","0.4979592","0.4749731","0.4451462","0.4576792","0.4222460","0.4628704","0.4742278","0.4618726","0.4809525","0.4524669","0.4438256","0.4510227","0.4711667","0.4575041","0.4747224","0.3694025","0.4745111","0.4387814","0.3783870","0.4204884","0.4503838","0.4283216","0.4278289","0.4240151","0.4171934","0.4185075","0.3897739","0.4399002","0.4475824","0.4442459","0.3986948","0.4251696","0.4376857","0.4043836","0.4042887","0.4021146","0.4590201","0.4140777","0.4209992","0.4233304","0.4235594","0.4170631","0.3826153","0.4042513","0.3937054","0.4226780","0.4173643","0.3609623","0.4744506","0.4216120","0.4395003","0.3828058","0.4266237","0.3934231"
"908","0.4211254","0.4275502","0.4973761","0.4111176","0.4585968","0.4088616","0.4167849","0.4285671","0.4309715","0.4349794","0.4329424","0.3993317","0.4627537","0.3825472","0.4536085","0.4213377","0.4706437","0.3753396","0.4591406","0.4046830","0.4474981","0.4318536","0.4545265","0.4425670","0.4411122","0.4677232","0.4491024","0.4257661","0.4183837","0.4022109","0.4635319","0.4448431","0.4979143","0.4748895","0.4451153","0.4576243","0.4222683","0.4628028","0.4741776","0.4618749","0.4808852","0.4524089","0.4437446","0.4509971","0.4710675","0.4573971","0.4746642","0.3693904","0.4744254","0.4387261","0.3783746","0.4204963","0.4503591","0.4282985","0.4278035","0.4239761","0.4171575","0.4184770","0.3897915","0.4398955","0.4475279","0.4441748","0.3986516","0.4251434","0.4376031","0.4044162","0.4043308","0.4020633","0.4589220","0.4140489","0.4210086","0.4232972","0.4235333","0.4170179","0.3826433","0.4042002","0.3937176","0.4226699","0.4173547","0.3609666","0.4743534","0.4215824","0.4394367","0.3828030","0.4266499","0.3933582"
"909","0.4211211","0.4275100","0.4973359","0.4110892","0.4585738","0.4088884","0.4167645","0.4285271","0.4309720","0.4350172","0.4329576","0.3993750","0.4626950","0.3825610","0.4535849","0.4213188","0.4706252","0.3753898","0.4591091","0.4046969","0.4475255","0.4318280","0.4544919","0.4425603","0.4410720","0.4676984","0.4490809","0.4257676","0.4183586","0.4022732","0.4634535","0.4448332","0.4978709","0.4748563","0.4450699","0.4575958","0.4222975","0.4627957","0.4740883","0.4618511","0.4808415","0.4524100","0.4437277","0.4510039","0.4710781","0.4573693","0.4746540","0.3694211","0.4743922","0.4387089","0.3783633","0.4205549","0.4503529","0.4282899","0.4278358","0.4239216","0.4171236","0.4184943","0.3897909","0.4399507","0.4475269","0.4441966","0.3987567","0.4251874","0.4375709","0.4044672","0.4044121","0.4021086","0.4588679","0.4140967","0.4210203","0.4233375","0.4235684","0.4170429","0.3827437","0.4041734","0.3937227","0.4226856","0.4173651","0.3610010","0.4742909","0.4215784","0.4394431","0.3828301","0.4266417","0.3933707"
"910","0.4210886","0.4274442","0.4972612","0.4110181","0.4585471","0.4089258","0.4167140","0.4285076","0.4309374","0.4349624","0.4329257","0.3993237","0.4626521","0.3825220","0.4535056","0.4212634","0.4705908","0.3753427","0.4590753","0.4046872","0.4474829","0.4318234","0.4544218","0.4425089","0.4410223","0.4676518","0.4490299","0.4257517","0.4182895","0.4022683","0.4634039","0.4447885","0.4978325","0.4748156","0.4450899","0.4575677","0.4222981","0.4627589","0.4740371","0.4618082","0.4808270","0.4523425","0.4436488","0.4509647","0.4710656","0.4573475","0.4745621","0.3694383","0.4743534","0.4386661","0.3784035","0.4205490","0.4503208","0.4282940","0.4278067","0.4238775","0.4171215","0.4184323","0.3897533","0.4399249","0.4474784","0.4441702","0.3987611","0.4251844","0.4375453","0.4044207","0.4043483","0.4021097","0.4588167","0.4140701","0.4209962","0.4233122","0.4235943","0.4170445","0.3827226","0.4041499","0.3937063","0.4226678","0.4173583","0.3610500","0.4742218","0.4215683","0.4394187","0.3828244","0.4266118","0.3933475"
"911","0.4210305","0.4273944","0.4971728","0.4109962","0.4585221","0.4089413","0.4166785","0.4284877","0.4308846","0.4349029","0.4328839","0.3992550","0.4626523","0.3825101","0.4534139","0.4212308","0.4705513","0.3753167","0.4590306","0.4046402","0.4474525","0.4318087","0.4543236","0.4424485","0.4409813","0.4675958","0.4489843","0.4257681","0.4182420","0.4022217","0.4633852","0.4447428","0.4978272","0.4747810","0.4450858","0.4575317","0.4222850","0.4627278","0.4740035","0.4617732","0.4807973","0.4522734","0.4435566","0.4509176","0.4710306","0.4573095","0.4744828","0.3694168","0.4743122","0.4386299","0.3784400","0.4205280","0.4502984","0.4282808","0.4277634","0.4238591","0.4171179","0.4183986","0.3896963","0.4398694","0.4474296","0.4441133","0.3987022","0.4252079","0.4375212","0.4043998","0.4043271","0.4020766","0.4587531","0.4140462","0.4210032","0.4232739","0.4236056","0.4170238","0.3826701","0.4041266","0.3937045","0.4226445","0.4173494","0.3610655","0.4741844","0.4215348","0.4394023","0.3827787","0.4266006","0.3932999"
"912","0.4209730","0.4273728","0.4971013","0.4110370","0.4584853","0.4089207","0.4166698","0.4284740","0.4308326","0.4348899","0.4328585","0.3992186","0.4626505","0.3825385","0.4533553","0.4212202","0.4705038","0.3753441","0.4589807","0.4045887","0.4474747","0.4317771","0.4542534","0.4424004","0.4409623","0.4675503","0.4489626","0.4258209","0.4182316","0.4021823","0.4633690","0.4447150","0.4978497","0.4747424","0.4450456","0.4574885","0.4222955","0.4627036","0.4739528","0.4617663","0.4807382","0.4522324","0.4435040","0.4508759","0.4709921","0.4572529","0.4744489","0.3693816","0.4742693","0.4386100","0.3784631","0.4205094","0.4503004","0.4282428","0.4277376","0.4238515","0.4170983","0.4184204","0.3896631","0.4398306","0.4474150","0.4440484","0.3986548","0.4252639","0.4375076","0.4044436","0.4044123","0.4020426","0.4586894","0.4140625","0.4210235","0.4232691","0.4236023","0.4169727","0.3826470","0.4041033","0.3937400","0.4226261","0.4173313","0.3610590","0.4741761","0.4215035","0.4393980","0.3827246","0.4265975","0.3932637"
"913","0.4209491","0.4273539","0.4970723","0.4110622","0.4584112","0.4088804","0.4166521","0.4284988","0.4307903","0.4348956","0.4328495","0.3991988","0.4625472","0.3825334","0.4533517","0.4211615","0.4704285","0.3753376","0.4589443","0.4045978","0.4475140","0.4317550","0.4542927","0.4423519","0.4409619","0.4675275","0.4489514","0.4258558","0.4182095","0.4021902","0.4633083","0.4446940","0.4978549","0.4746625","0.4450556","0.4574484","0.4223679","0.4626409","0.4738585","0.4617882","0.4806802","0.4521878","0.4435118","0.4508137","0.4709662","0.4571920","0.4743959","0.3693966","0.4742180","0.4385810","0.3785195","0.4204612","0.4503044","0.4282031","0.4277185","0.4238155","0.4170798","0.4184123","0.3897060","0.4398204","0.4474285","0.4439828","0.3986750","0.4252693","0.4375171","0.4044707","0.4044841","0.4020376","0.4586587","0.4140735","0.4209523","0.4232992","0.4235861","0.4168741","0.3826402","0.4040816","0.3938042","0.4225965","0.4172745","0.3611007","0.4741449","0.4215326","0.4393594","0.3827188","0.4265413","0.3932775"
"914","0.4209061","0.4273432","0.4970431","0.4110650","0.4583802","0.4089271","0.4166035","0.4285044","0.4307803","0.4349005","0.4328785","0.3991775","0.4625257","0.3825572","0.4533660","0.4211066","0.4703543","0.3753573","0.4588902","0.4046060","0.4475251","0.4317655","0.4543079","0.4423080","0.4408989","0.4675140","0.4489372","0.4258521","0.4181960","0.4021974","0.4632494","0.4446603","0.4977864","0.4746076","0.4450664","0.4574542","0.4223521","0.4625808","0.4738218","0.4617617","0.4806903","0.4522186","0.4434531","0.4507790","0.4708953","0.4571433","0.4742980","0.3693877","0.4742054","0.4385661","0.3785390","0.4204640","0.4502550","0.4282097","0.4276913","0.4237929","0.4170930","0.4184236","0.3897336","0.4398458","0.4473958","0.4439348","0.3986110","0.4252842","0.4374602","0.4045179","0.4045492","0.4019843","0.4586106","0.4139589","0.4209415","0.4232555","0.4236183","0.4168656","0.3826575","0.4040653","0.3937885","0.4225952","0.4172518","0.3611084","0.4741197","0.4215364","0.4393261","0.3827231","0.4264955","0.3933146"
"915","0.4208401","0.4273395","0.4969946","0.4110616","0.4582995","0.4089603","0.4165418","0.4284460","0.4307399","0.4348472","0.4329265","0.3991463","0.4624856","0.3825512","0.4533264","0.4210529","0.4702690","0.3753674","0.4588563","0.4045984","0.4475014","0.4317314","0.4542231","0.4422949","0.4408437","0.4674954","0.4488943","0.4258259","0.4181490","0.4022156","0.4631791","0.4446152","0.4977442","0.4745355","0.4450298","0.4574053","0.4223046","0.4625312","0.4737608","0.4616914","0.4806615","0.4522300","0.4433905","0.4507600","0.4708275","0.4570740","0.4741993","0.3693498","0.4741493","0.4385315","0.3785100","0.4204463","0.4502064","0.4281807","0.4276295","0.4237698","0.4170669","0.4184140","0.3897541","0.4398543","0.4473334","0.4438954","0.3985289","0.4252658","0.4373694","0.4045373","0.4045772","0.4019361","0.4585275","0.4138457","0.4209260","0.4231656","0.4236378","0.4168843","0.3826507","0.4040656","0.3937389","0.4226239","0.4172580","0.3611279","0.4740660","0.4214792","0.4392846","0.3826882","0.4264620","0.3933050"
"916","0.4207575","0.4273304","0.4969201","0.4110624","0.4581793","0.4089371","0.4164926","0.4283490","0.4306608","0.4347460","0.4329459","0.3991201","0.4624028","0.3825153","0.4532235","0.4209996","0.4701895","0.3753586","0.4588572","0.4045771","0.4474689","0.4316541","0.4540822","0.4423031","0.4408319","0.4674477","0.4488389","0.4257951","0.4180793","0.4022431","0.4631023","0.4445686","0.4977381","0.4744376","0.4449511","0.4572853","0.4222871","0.4624904","0.4736482","0.4616273","0.4805571","0.4521815","0.4433537","0.4507342","0.4707850","0.4569833","0.4741316","0.3693038","0.4740385","0.4384616","0.3784632","0.4203900","0.4501797","0.4280932","0.4275488","0.4237308","0.4170012","0.4183690","0.3897813","0.4398182","0.4472720","0.4438644","0.3984864","0.4252177","0.4372838","0.4045132","0.4045827","0.4019237","0.4584359","0.4138113","0.4208755","0.4230914","0.4236226","0.4168854","0.3826134","0.4040806","0.3937025","0.4226541","0.4172639","0.3611666","0.4739666","0.4213933","0.4392442","0.3826179","0.4264413","0.3932624"
"917","0.4206680","0.4272933","0.4968252","0.4110599","0.4581866","0.4089341","0.4164735","0.4283176","0.4306187","0.4346950","0.4328702","0.3991366","0.4624028","0.3825386","0.4531320","0.4209568","0.4701714","0.3753708","0.4588596","0.4045570","0.4474794","0.4316489","0.4540541","0.4422732","0.4408159","0.4673424","0.4488355","0.4257668","0.4180703","0.4022501","0.4630542","0.4445345","0.4976358","0.4743688","0.4449008","0.4572124","0.4223119","0.4624486","0.4735655","0.4616465","0.4804690","0.4521404","0.4432881","0.4506818","0.4707322","0.4569200","0.4740889","0.3692865","0.4739757","0.4383776","0.3784651","0.4203740","0.4501307","0.4280282","0.4275156","0.4236717","0.4170005","0.4183258","0.3898096","0.4397570","0.4472351","0.4438555","0.3984774","0.4252184","0.4372196","0.4044872","0.4046352","0.4019187","0.4584039","0.4138066","0.4208507","0.4230979","0.4236259","0.4168927","0.3826011","0.4040898","0.3936875","0.4226320","0.4172328","0.3611611","0.4738420","0.4213789","0.4392471","0.3825847","0.4264404","0.3933063"
"918","0.4206044","0.4272690","0.4967023","0.4109708","0.4581874","0.4089247","0.4163616","0.4282825","0.4305553","0.4346498","0.4327762","0.3991274","0.4623593","0.3824626","0.4530067","0.4208909","0.4701110","0.3753372","0.4588110","0.4045412","0.4474720","0.4315821","0.4539625","0.4421626","0.4407146","0.4672787","0.4487944","0.4257023","0.4180420","0.4022367","0.4629747","0.4445007","0.4975392","0.4743059","0.4448284","0.4571603","0.4222479","0.4623535","0.4734914","0.4616213","0.4804242","0.4521003","0.4432032","0.4506253","0.4706412","0.4568647","0.4740156","0.3692725","0.4739059","0.4382959","0.3785011","0.4203345","0.4500923","0.4279719","0.4274647","0.4236189","0.4169620","0.4182992","0.3897235","0.4396900","0.4471828","0.4437847","0.3984730","0.4252166","0.4371656","0.4044563","0.4046554","0.4019006","0.4583528","0.4137825","0.4208431","0.4231045","0.4236003","0.4168478","0.3825632","0.4040514","0.3936762","0.4225659","0.4172296","0.3611758","0.4737499","0.4213508","0.4392069","0.3825791","0.4263671","0.3932682"
