"Wavelength","2103 3","2104 3","2106 3","2108 3","2111 3","2113 3","2116 3","2117 3","2118 3","2120 3","2121 3","2123 3","2125 3","2126 3","2127 3","2133 3","2134 3","2135 3","2141 3","2145 3","2151 3","2152 3","2155 3","2157 3","2159 3","2160 3","2161 3","2162 3","2166 3","2167 3","2168 3","2170 3","2174 3","2178 3","2180 3","2181 3","2183 3","2184 3","2187 3","2188 3","2191 3","2192 3","2194 3","2195 3","2196 3","2197 3","2203 3","2208 3","2209 3","2210 3","2213 3","2214 3","2215 3","2216 3","2221 3","2222 3","2224 3","2226 3","2227 3","2230 3","2231 3","2233 3","2235 3","2236 3","2239 3","2241 3","2242 3","2246 3","2252 3","2254 3","2255 3","2257 3","2262 3","2263 3","2265 3","2271 3","2275 3","2276 3","2280 3","2285 3","2297 3","2298 3","2301 3","2307 3","2314 3","2318 3"
"1691","0.2964074","0.3036449","0.3193546","0.2833060","0.3158285","0.3093434","0.2950164","0.3025550","0.3016494","0.3041496","0.3247836","0.2831158","0.3250778","0.2809302","0.3002083","0.3086126","0.3289445","0.2840527","0.3008152","0.2783797","0.3211072","0.3095821","0.3143561","0.3111718","0.3041376","0.3234033","0.3208273","0.2958860","0.2886668","0.3191000","0.3139169","0.3151969","0.3392920","0.3212480","0.3153131","0.3094841","0.2911887","0.3251849","0.3210175","0.3201148","0.3210313","0.2950579","0.2983574","0.3048764","0.3250168","0.3217966","0.3136412","0.2752881","0.3227419","0.3045928","0.2782841","0.2771837","0.3218654","0.2944411","0.2950103","0.3168591","0.3083592","0.2977657","0.2892520","0.3276177","0.3112667","0.3251094","0.2847122","0.3133524","0.3125850","0.2864580","0.2847895","0.3004321","0.3193069","0.2995201","0.3051054","0.3081427","0.3063681","0.3156509","0.2910744","0.3065621","0.2863140","0.3085946","0.3122250","0.2829660","0.3257069","0.3098357","0.3146979","0.2650842","0.2947333","0.2989738"
"1692","0.2960714","0.3033084","0.3190216","0.2829644","0.3154450","0.3089908","0.2946781","0.3022287","0.3013012","0.3037979","0.3244489","0.2827758","0.3247014","0.2805958","0.2998836","0.3082842","0.3285685","0.2837107","0.3004501","0.2780448","0.3207855","0.3092717","0.3140068","0.3108247","0.3038005","0.3230437","0.3205005","0.2955678","0.2883118","0.3187878","0.3135880","0.3148629","0.3389023","0.3208934","0.3149384","0.3091434","0.2908410","0.3248403","0.3206687","0.3197229","0.3206793","0.2946995","0.2980082","0.3045514","0.3246273","0.3214603","0.3132888","0.2749732","0.3223331","0.3042860","0.2779501","0.2768088","0.3215375","0.2941108","0.2946591","0.3165365","0.3080436","0.2974189","0.2889100","0.3272812","0.3109143","0.3247889","0.2843846","0.3130404","0.3122667","0.2861056","0.2844328","0.3001009","0.3189818","0.2992036","0.3047635","0.3077766","0.3060250","0.3153296","0.2907798","0.3062499","0.2859512","0.3082661","0.3119003","0.2826044","0.3253905","0.3094886","0.3143566","0.2647158","0.2944065","0.2986248"
"1693","0.2957424","0.3029805","0.3186919","0.2826124","0.3150650","0.3086384","0.2943366","0.3019004","0.3009523","0.3034460","0.3241204","0.2824332","0.3243228","0.2802771","0.2995577","0.3079559","0.3281910","0.2833688","0.3000867","0.2776985","0.3204542","0.3089612","0.3136551","0.3104759","0.3034607","0.3226907","0.3201768","0.2952462","0.2879493","0.3184725","0.3132637","0.3145252","0.3385102","0.3205376","0.3145621","0.3088057","0.2905053","0.3244944","0.3203203","0.3193334","0.3203372","0.2943371","0.2976545","0.3042298","0.3242405","0.3211185","0.3129371","0.2746617","0.3219341","0.3039846","0.2776187","0.2764325","0.3212125","0.2937854","0.2943056","0.3162175","0.3077264","0.2970693","0.2885626","0.3269452","0.3105660","0.3244670","0.2840599","0.3127261","0.3119456","0.2857529","0.2840680","0.2997777","0.3186474","0.2988873","0.3044155","0.3074106","0.3056785","0.3150026","0.2904835","0.3059398","0.2855923","0.3079384","0.3115749","0.2822551","0.3250745","0.3091483","0.3140144","0.2643488","0.2940751","0.2982657"
"1694","0.2954001","0.3026390","0.3183436","0.2822604","0.3146792","0.3082825","0.2939896","0.3015689","0.3005979","0.3030872","0.3237766","0.2820820","0.3239397","0.2799401","0.2992234","0.3076209","0.3278066","0.2830192","0.2997132","0.2773560","0.3201233","0.3086390","0.3132971","0.3101211","0.3031108","0.3223231","0.3198386","0.2949221","0.2875872","0.3181551","0.3129284","0.3141859","0.3381161","0.3201716","0.3141839","0.3084598","0.2901471","0.3241458","0.3199619","0.3189452","0.3199786","0.2939648","0.2972984","0.3038933","0.3238439","0.3207736","0.3125736","0.2743354","0.3215270","0.3036683","0.2772854","0.2760574","0.3208731","0.2934449","0.2939478","0.3158854","0.3074044","0.2967102","0.2882107","0.3265934","0.3102068","0.3241326","0.2837260","0.3124042","0.3116169","0.2853870","0.2837011","0.2994389","0.3183078","0.2985595","0.3040686","0.3070472","0.3053276","0.3146736","0.2901722","0.3056145","0.2852294","0.3076015","0.3112452","0.2818943","0.3247450","0.3087968","0.3136646","0.2639680","0.2937429","0.2979114"
"1695","0.2950538","0.3022908","0.3179821","0.2819069","0.3142863","0.3079242","0.2936341","0.3012340","0.3002365","0.3027225","0.3234277","0.2817164","0.3235526","0.2795902","0.2988791","0.3072757","0.3274124","0.2826645","0.2993369","0.2770124","0.3197847","0.3083106","0.3129353","0.3097575","0.3027459","0.3219470","0.3194855","0.2945883","0.2872261","0.3178416","0.3125911","0.3138445","0.3377126","0.3197983","0.3138009","0.3081118","0.2897795","0.3237989","0.3195978","0.3185581","0.3196130","0.2935802","0.2969400","0.3035463","0.3234348","0.3204196","0.3122025","0.2739990","0.3211212","0.3033500","0.2769525","0.2756917","0.3205186","0.2930922","0.2935889","0.3155472","0.3070781","0.2963396","0.2878555","0.3262264","0.3098354","0.3237838","0.2833945","0.3120752","0.3112821","0.2850099","0.2833250","0.2990855","0.3179659","0.2982213","0.3037210","0.3066910","0.3049695","0.3143351","0.2898395","0.3052832","0.2848537","0.3072623","0.3109100","0.2815243","0.3244023","0.3084369","0.3133146","0.2635754","0.2934065","0.2975568"
"1696","0.2946937","0.3019315","0.3176161","0.2815442","0.3138894","0.3075567","0.2932708","0.3008921","0.2998710","0.3023503","0.3230664","0.2813485","0.3231513","0.2792395","0.2985267","0.3069290","0.3270180","0.2822987","0.2989453","0.2766532","0.3194407","0.3079680","0.3125584","0.3093878","0.3023768","0.3215666","0.3191328","0.2942568","0.2868590","0.3175110","0.3122412","0.3134876","0.3373112","0.3194138","0.3134106","0.3077490","0.2894109","0.3234362","0.3192218","0.3181620","0.3192400","0.2931877","0.2965676","0.3031875","0.3230283","0.3200575","0.3118190","0.2736547","0.3207060","0.3030141","0.2766082","0.2753115","0.3201584","0.2927325","0.2932165","0.3152000","0.3067388","0.2959625","0.2874927","0.3258577","0.3094606","0.3234328","0.2830451","0.3117392","0.3109406","0.2846329","0.2829473","0.2987308","0.3176065","0.2978716","0.3033626","0.3063200","0.3046004","0.3139928","0.2895128","0.3049411","0.2844825","0.3069112","0.3105647","0.2811550","0.3240554","0.3080702","0.3129489","0.2631822","0.2930585","0.2971927"
"1697","0.2943236","0.3015634","0.3172406","0.2811757","0.3134934","0.3071883","0.2929026","0.3005484","0.2995038","0.3019731","0.3226890","0.2809761","0.3227430","0.2788862","0.2981696","0.3065844","0.3266209","0.2819185","0.2985398","0.2762894","0.3191024","0.3076112","0.3121730","0.3090175","0.3019997","0.3211774","0.3187749","0.2939286","0.2864914","0.3171687","0.3118812","0.3131267","0.3369136","0.3190194","0.3130184","0.3073761","0.2890275","0.3230686","0.3188370","0.3177670","0.3188605","0.2927874","0.2961897","0.3028162","0.3226197","0.3196966","0.3114206","0.2732986","0.3202846","0.3026601","0.2762594","0.2749195","0.3197952","0.2923630","0.2928362","0.3148391","0.3063928","0.2955786","0.2871194","0.3254819","0.3090837","0.3230750","0.2826791","0.3113969","0.3105954","0.2842469","0.2825699","0.2983726","0.3172368","0.2975142","0.3030031","0.3059467","0.3042253","0.3136538","0.2891893","0.3045820","0.2841222","0.3065455","0.3102170","0.2807862","0.3237037","0.3076991","0.3125696","0.2627828","0.2927094","0.2968279"
"1698","0.2939472","0.3011905","0.3168568","0.2808027","0.3130870","0.3068077","0.2925277","0.3001941","0.2991300","0.3015934","0.3223178","0.2806022","0.3223286","0.2785253","0.2978028","0.3062255","0.3262185","0.2815499","0.2981344","0.2759170","0.3187422","0.3072549","0.3117821","0.3086352","0.3016251","0.3207881","0.3184112","0.2935940","0.2861107","0.3168294","0.3115182","0.3127525","0.3365061","0.3186194","0.3126232","0.3070003","0.2886495","0.3226903","0.3184453","0.3173679","0.3184689","0.2923836","0.2958028","0.3024438","0.3222103","0.3193196","0.3110289","0.2729442","0.3198623","0.3023078","0.2759113","0.2745355","0.3194148","0.2919932","0.2924522","0.3144856","0.3060419","0.2951928","0.2867507","0.3251027","0.3086994","0.3227144","0.2823182","0.3110497","0.3102386","0.2838650","0.2821854","0.2980099","0.3168568","0.2971505","0.3026338","0.3055658","0.3038486","0.3133040","0.2888479","0.3042253","0.2837429","0.3061863","0.3098598","0.2804135","0.3233414","0.3073230","0.3121912","0.2623804","0.2923497","0.2964578"
"1699","0.2935549","0.3008078","0.3164665","0.2804255","0.3126686","0.3064133","0.2921421","0.2998318","0.2987510","0.3012085","0.3219432","0.2802262","0.3219018","0.2781577","0.2974279","0.3058594","0.3258147","0.2811799","0.2977243","0.2755285","0.3183650","0.3068912","0.3113805","0.3082428","0.3012480","0.3203999","0.3180449","0.2932555","0.2857216","0.3164851","0.3111501","0.3123615","0.3360942","0.3182135","0.3122220","0.3066145","0.2882816","0.3222980","0.3180430","0.3169573","0.3180704","0.2919723","0.2954007","0.3020626","0.3218055","0.3189267","0.3106367","0.2725850","0.3194382","0.3019498","0.2755535","0.2741541","0.3190203","0.2916190","0.2920587","0.3141348","0.3056788","0.2948011","0.2863820","0.3247205","0.3083077","0.3223551","0.2819546","0.3106950","0.3098741","0.2834868","0.2817896","0.2976428","0.3164635","0.2967732","0.3022547","0.3051736","0.3034636","0.3129436","0.2884979","0.3038683","0.2833494","0.3058302","0.3094868","0.2800363","0.3229722","0.3069380","0.3118101","0.2619795","0.2919744","0.2960789"
"1700","0.2931645","0.3004174","0.3160655","0.2800379","0.3122536","0.3060180","0.2917540","0.2994605","0.2983612","0.3008134","0.3215589","0.2798369","0.3214698","0.2777856","0.2970395","0.3054795","0.3253995","0.2808027","0.2972985","0.2751373","0.3179838","0.3065179","0.3109667","0.3078390","0.3008605","0.3199951","0.3176663","0.2929094","0.2853275","0.3161304","0.3107657","0.3119674","0.3356756","0.3177914","0.3118102","0.3062225","0.2878920","0.3219002","0.3176321","0.3165508","0.3176557","0.2915495","0.2949985","0.3016707","0.3213819","0.3185264","0.3102264","0.2722186","0.3190025","0.3015791","0.2751983","0.2737615","0.3186177","0.2912330","0.2916565","0.3137677","0.3053125","0.2943956","0.2860030","0.3243259","0.3079045","0.3219738","0.2815792","0.3103351","0.3094954","0.2830949","0.2813996","0.2972622","0.3160584","0.2963920","0.3018668","0.3047784","0.3030700","0.3125730","0.2881388","0.3034956","0.2829593","0.3054562","0.3091133","0.2796571","0.3225876","0.3065492","0.3114127","0.2615618","0.2915973","0.2956913"
"1701","0.2927758","0.3000213","0.3156559","0.2796418","0.3118338","0.3056166","0.2913673","0.2990838","0.2979675","0.3004164","0.3211754","0.2794426","0.3210372","0.2774127","0.2966423","0.3050911","0.3249786","0.2804349","0.2968656","0.2747454","0.3175895","0.3061428","0.3105473","0.3074285","0.3004756","0.3195823","0.3172790","0.2925583","0.2849210","0.3157748","0.3103762","0.3115695","0.3352486","0.3173597","0.3113952","0.3058321","0.2874873","0.3214982","0.3172156","0.3161501","0.3172257","0.2911256","0.2945991","0.3012783","0.3209525","0.3181178","0.3098166","0.2718505","0.3185634","0.3012038","0.2748544","0.2733732","0.3182042","0.2908445","0.2912502","0.3133961","0.3049499","0.2939895","0.2856228","0.3239289","0.3074971","0.3215812","0.2812007","0.3099731","0.3091031","0.2826989","0.2810121","0.2968781","0.3156413","0.2960082","0.3014694","0.3043839","0.3026786","0.3121941","0.2877596","0.3031178","0.2825637","0.3050772","0.3087407","0.2792733","0.3221914","0.3061561","0.3110097","0.2611286","0.2912184","0.2953036"
"1702","0.2923761","0.2996198","0.3152344","0.2792442","0.3114179","0.3052121","0.2909650","0.2986941","0.2975627","0.3000058","0.3207803","0.2790431","0.3205898","0.2770234","0.2962347","0.3046898","0.3245511","0.2800506","0.2964276","0.2743443","0.3171934","0.3057557","0.3101189","0.3070054","0.3000723","0.3191613","0.3168860","0.2922088","0.2845189","0.3154089","0.3099714","0.3111600","0.3348252","0.3169194","0.3109742","0.3054227","0.2870877","0.3210833","0.3167892","0.3157408","0.3167917","0.2906824","0.2941786","0.3008706","0.3205131","0.3177030","0.3093878","0.2714768","0.3181155","0.3008170","0.2744894","0.2729684","0.3177820","0.2904423","0.2908393","0.3130182","0.3045672","0.2935660","0.2852373","0.3235130","0.3070783","0.3211814","0.2808135","0.3095998","0.3087068","0.2822972","0.2806180","0.2964812","0.3152188","0.2956154","0.3010715","0.3039741","0.3022710","0.3118138","0.2873867","0.3027279","0.2821681","0.3046903","0.3083577","0.2788961","0.3217850","0.3057603","0.3105957","0.2607038","0.2908285","0.2949047"
"1703","0.2919723","0.2992098","0.3148093","0.2788385","0.3110061","0.3048056","0.2905539","0.2982903","0.2971474","0.2995806","0.3203716","0.2786317","0.3201296","0.2766245","0.2958162","0.3042729","0.3241153","0.2796505","0.2959752","0.2739307","0.3167954","0.3053570","0.3096759","0.3065657","0.2996514","0.3187279","0.3164903","0.2918557","0.2841221","0.3150301","0.3095505","0.3107412","0.3344035","0.3164655","0.3105409","0.3049994","0.2866860","0.3206592","0.3163535","0.3153268","0.3163504","0.2902169","0.2937451","0.3004466","0.3200575","0.3172799","0.3089349","0.2710954","0.3176599","0.3004155","0.2741108","0.2725494","0.3173505","0.2900219","0.2904176","0.3126291","0.3041693","0.2931197","0.2848442","0.3230821","0.3066467","0.3207632","0.2804153","0.3092164","0.3083032","0.2818861","0.2802245","0.2960704","0.3147880","0.2952125","0.3006631","0.3035535","0.3018429","0.3114252","0.2870166","0.3023251","0.2817745","0.3042865","0.3079656","0.2785202","0.3213677","0.3053597","0.3101633","0.2602723","0.2904312","0.2944878"
"1704","0.2915523","0.2987940","0.3143559","0.2784271","0.3105883","0.3043891","0.2901290","0.2978835","0.2967181","0.2991509","0.3199605","0.2782150","0.3196580","0.2762151","0.2953809","0.3038502","0.3236686","0.2792486","0.2955165","0.2735156","0.3163825","0.3049460","0.3092249","0.3061242","0.2992261","0.3182890","0.3160724","0.2914959","0.2837073","0.3146459","0.3091178","0.3103064","0.3339643","0.3160002","0.3101039","0.3045650","0.2862698","0.3202212","0.3159040","0.3149060","0.3158912","0.2897551","0.2933037","0.3000144","0.3195967","0.3168440","0.3084809","0.2707044","0.3171874","0.3000058","0.2737316","0.2721198","0.3169072","0.2896029","0.2899909","0.3122346","0.3037662","0.2926761","0.2844417","0.3226395","0.3062051","0.3203436","0.2800090","0.3088282","0.3078858","0.2814720","0.2798216","0.2956502","0.3143426","0.2948032","0.3002572","0.3031258","0.3014181","0.3110295","0.2866340","0.3019093","0.2813713","0.3038823","0.3075669","0.2781425","0.3209354","0.3049552","0.3097287","0.2598408","0.2900217","0.2940764"
"1705","0.2911190","0.2983752","0.3138793","0.2780118","0.3101681","0.3039656","0.2896867","0.2974654","0.2962739","0.2987144","0.3195442","0.2777988","0.3191748","0.2757842","0.2949338","0.3034141","0.3232137","0.2788422","0.2950553","0.2730965","0.3159582","0.3045259","0.3087678","0.3056753","0.2987971","0.3178430","0.3156376","0.2911363","0.2832844","0.3142554","0.3086708","0.3098564","0.3335212","0.3155255","0.3096672","0.3041135","0.2858512","0.3197673","0.3154442","0.3144813","0.3154201","0.2892846","0.2928418","0.2995716","0.3191305","0.3163978","0.3080219","0.2703075","0.3167015","0.2995887","0.2733398","0.2716803","0.3164514","0.2891792","0.2895605","0.3118390","0.3033515","0.2922259","0.2840338","0.3221744","0.3057535","0.3199228","0.2795974","0.3084302","0.3074597","0.2810517","0.2794091","0.2952179","0.3138886","0.2943915","0.2998549","0.3026868","0.3009852","0.3106315","0.2862449","0.3014795","0.2809590","0.3034786","0.3071573","0.2777643","0.3204889","0.3045474","0.3092900","0.2594175","0.2895989","0.2936677"
"1706","0.2906817","0.2979447","0.3133985","0.2775959","0.3097452","0.3035379","0.2892475","0.2970469","0.2958326","0.2982721","0.3191223","0.2773684","0.3186878","0.2753651","0.2944760","0.3029747","0.3227513","0.2784303","0.2945857","0.2726729","0.3155303","0.3040954","0.3082999","0.3052189","0.2983488","0.3173928","0.3152023","0.2907665","0.2828549","0.3138614","0.3082182","0.3094052","0.3330667","0.3150425","0.3092203","0.3036654","0.2854194","0.3193117","0.3149751","0.3140506","0.3149399","0.2888126","0.2923887","0.2991205","0.3186555","0.3159464","0.3075510","0.2699052","0.3162152","0.2991643","0.2729547","0.2712330","0.3159878","0.2887512","0.2891267","0.3114307","0.3029313","0.2917716","0.2836220","0.3217195","0.3052948","0.3194893","0.2791762","0.3080325","0.3070219","0.2806304","0.2789975","0.2947827","0.3134226","0.2939636","0.2994431","0.3022444","0.3005571","0.3102256","0.2858521","0.3010458","0.2805511","0.3030649","0.3067499","0.2773930","0.3200362","0.3041384","0.3088406","0.2589783","0.2891766","0.2932436"
"1707","0.2902329","0.2975046","0.3128988","0.2771749","0.3093234","0.3031001","0.2888000","0.2966326","0.2953843","0.2978214","0.3186954","0.2769194","0.3181890","0.2749469","0.2939976","0.3025293","0.3222784","0.2780050","0.2941034","0.2722445","0.3150938","0.3036492","0.3078179","0.3047587","0.2978852","0.3169349","0.3147502","0.2903827","0.2824080","0.3134545","0.3077558","0.3089417","0.3325950","0.3145461","0.3087630","0.3032152","0.2849683","0.3188479","0.3144913","0.3136143","0.3144478","0.2883434","0.2919381","0.2986603","0.3181714","0.3154842","0.3070698","0.2694937","0.3157157","0.2987261","0.2725723","0.2707730","0.3155143","0.2883195","0.2886831","0.3110054","0.3025027","0.2913109","0.2832002","0.3212615","0.3048272","0.3190446","0.2787376","0.3076338","0.3065648","0.2802038","0.2785822","0.2943342","0.3129403","0.2935236","0.2990240","0.3017947","0.3001290","0.3098076","0.2854484","0.3006004","0.2801410","0.3026382","0.3063392","0.2770225","0.3195719","0.3037253","0.3083778","0.2585266","0.2887441","0.2928097"
"1708","0.2897817","0.2970538","0.3123946","0.2767485","0.3088857","0.3026638","0.2883490","0.2961948","0.2949259","0.2973619","0.3182578","0.2764762","0.3176851","0.2745221","0.2935167","0.3020778","0.3217988","0.2775889","0.2936174","0.2718073","0.3146494","0.3031978","0.3073314","0.3042836","0.2974168","0.3164687","0.3142972","0.2900054","0.2819663","0.3130541","0.3072775","0.3084739","0.3321220","0.3140401","0.3082980","0.3027447","0.2845166","0.3183729","0.3140016","0.3131724","0.3139358","0.2878551","0.2914717","0.2981873","0.3176797","0.3150128","0.3065768","0.2690764","0.3152112","0.2982875","0.2721817","0.2703062","0.3150329","0.2878813","0.2882394","0.3105817","0.3020685","0.2908498","0.2827743","0.3207982","0.3043464","0.3185927","0.2783047","0.3072236","0.3061119","0.2797768","0.2781647","0.2938891","0.3124506","0.2930768","0.2986023","0.3013403","0.2996977","0.3093871","0.2850456","0.3001487","0.2797294","0.3022133","0.3059230","0.2766543","0.3190949","0.3033075","0.3079172","0.2580780","0.2883112","0.2923752"
"1709","0.2893244","0.2965867","0.3118811","0.2763168","0.3084415","0.3022217","0.2878951","0.2957365","0.2944608","0.2968918","0.3178055","0.2760206","0.3171752","0.2740936","0.2930269","0.3016146","0.3213072","0.2771681","0.2931256","0.2713574","0.3141941","0.3027363","0.3068377","0.3037926","0.2969260","0.3159934","0.3138431","0.2896298","0.2815211","0.3126533","0.3067915","0.3079996","0.3316434","0.3135248","0.3078254","0.3022648","0.2840559","0.3178911","0.3135023","0.3127225","0.3134056","0.2873501","0.2909942","0.2976997","0.3171754","0.3145333","0.3060705","0.2686473","0.3147068","0.2978465","0.2717811","0.2698287","0.3145398","0.2874370","0.2877964","0.3101471","0.3016217","0.2903813","0.2823403","0.3203285","0.3038539","0.3181289","0.2778682","0.3068048","0.3056523","0.2793437","0.2777433","0.2934406","0.3119496","0.2926137","0.2981722","0.3008737","0.2992660","0.3089609","0.2846359","0.2996837","0.2793167","0.3017836","0.3055066","0.2762919","0.3186015","0.3028849","0.3074500","0.2576166","0.2878761","0.2919223"
"1710","0.2888640","0.2961299","0.3113673","0.2758917","0.3079934","0.3017876","0.2874395","0.2952910","0.2939986","0.2964270","0.3173668","0.2755887","0.3166631","0.2736726","0.2925356","0.3011608","0.3208208","0.2767631","0.2926334","0.2709211","0.3137469","0.3022750","0.3063408","0.3033051","0.2964506","0.3155212","0.3133877","0.2892462","0.2810822","0.3122585","0.3062931","0.3075279","0.3311616","0.3130064","0.3073489","0.3017805","0.2836040","0.3174034","0.3130003","0.3122729","0.3128806","0.2868559","0.2905239","0.2972173","0.3166759","0.3140524","0.3055622","0.2682344","0.3141935","0.2973961","0.2713978","0.2693557","0.3140472","0.2869868","0.2873498","0.3097288","0.3011834","0.2899219","0.2819155","0.3198705","0.3033589","0.3176674","0.2774361","0.3063860","0.3051952","0.2789243","0.2773250","0.2929961","0.3114463","0.2921555","0.2977506","0.3004191","0.2988345","0.3085383","0.2842389","0.2992359","0.2789079","0.3013561","0.3050838","0.2759326","0.3181177","0.3024671","0.3069863","0.2571775","0.2874443","0.2914938"
"1711","0.2883939","0.2956606","0.3108463","0.2754571","0.3075341","0.3013509","0.2869771","0.2948341","0.2935202","0.2959508","0.3169192","0.2751620","0.3161397","0.2732424","0.2920356","0.3006986","0.3203297","0.2763654","0.2921331","0.2704805","0.3132894","0.3017999","0.3058318","0.3028078","0.2959798","0.3150401","0.3129225","0.2888626","0.2806426","0.3118613","0.3057703","0.3070488","0.3306736","0.3124758","0.3068569","0.3012770","0.2831441","0.3169012","0.3124874","0.3118217","0.3123412","0.2863563","0.2900464","0.2967266","0.3161702","0.3135567","0.3050409","0.2678120","0.3136639","0.2969369","0.2710123","0.2688730","0.3135438","0.2865302","0.2868964","0.3093153","0.3007403","0.2894627","0.2814776","0.3194092","0.3028514","0.3171982","0.2770037","0.3059570","0.3047358","0.2785041","0.2769024","0.2925462","0.3109309","0.2916868","0.2973281","0.2999628","0.2983991","0.3081079","0.2838395","0.2987818","0.2784961","0.3009252","0.3046490","0.2755665","0.3176257","0.3020483","0.3065209","0.2567437","0.2870106","0.2910714"
"1712","0.2879281","0.2952099","0.3103142","0.2750343","0.3070664","0.3009229","0.2865140","0.2943829","0.2930568","0.2954879","0.3164874","0.2747465","0.3156236","0.2728291","0.2915345","0.3002526","0.3198373","0.2759759","0.2916295","0.2700478","0.3128416","0.3013363","0.3053249","0.3023094","0.2954965","0.3145606","0.3124568","0.2884665","0.2802074","0.3114739","0.3052511","0.3065694","0.3301782","0.3119419","0.3063757","0.3007729","0.2826931","0.3163964","0.3119750","0.3113568","0.3117938","0.2858523","0.2895681","0.2962283","0.3156616","0.3130687","0.3045188","0.2674128","0.3131381","0.2964721","0.2706421","0.2683964","0.3130453","0.2860672","0.2864420","0.3088980","0.3003062","0.2890060","0.2810673","0.3189516","0.3023379","0.3167278","0.2765709","0.3055310","0.3042742","0.2780928","0.2764839","0.2921064","0.3104131","0.2912303","0.2969079","0.2995113","0.2979617","0.3076853","0.2834540","0.2983390","0.2780868","0.3004967","0.3042194","0.2752184","0.3171310","0.3016223","0.3060528","0.2563188","0.2865725","0.2906578"
"1713","0.2874593","0.2947709","0.3097753","0.2746232","0.3065913","0.3004981","0.2860476","0.2939396","0.2926062","0.2950312","0.3160717","0.2743405","0.3151083","0.2724261","0.2910270","0.2998215","0.3193440","0.2755896","0.2911238","0.2696236","0.3124007","0.3008723","0.3048150","0.3018111","0.2950089","0.3140831","0.3119898","0.2880530","0.2797766","0.3110883","0.3047246","0.3060917","0.3296752","0.3114057","0.3058969","0.3002655","0.2822520","0.3158845","0.3114601","0.3108845","0.3112450","0.2853515","0.2890949","0.2957249","0.3151525","0.3125820","0.3039985","0.2670333","0.3126106","0.2959924","0.2702832","0.2679218","0.3125440","0.2855944","0.2859850","0.3084858","0.2998747","0.2885510","0.2806714","0.3185010","0.3018173","0.3162540","0.2761365","0.3051065","0.3038100","0.2776897","0.2760680","0.2916684","0.3098902","0.2907733","0.2964920","0.2990658","0.2975195","0.3072638","0.2830777","0.2979099","0.2776813","0.3000636","0.3037831","0.2748812","0.3166413","0.3011925","0.3055765","0.2559035","0.2861337","0.2902549"
"1714","0.2869995","0.2943355","0.3092369","0.2742120","0.3061164","0.3000870","0.2855881","0.2934998","0.2921508","0.2945799","0.3156526","0.2739556","0.3145935","0.2720325","0.2905283","0.2993815","0.3188552","0.2752281","0.2906215","0.2692066","0.3119678","0.3004218","0.3043062","0.3013114","0.2945297","0.3136089","0.3115295","0.2876551","0.2793469","0.3107221","0.3042015","0.3056129","0.3291765","0.3108657","0.3054190","0.2997590","0.2818124","0.3153785","0.3109444","0.3104129","0.3106971","0.2848454","0.2886200","0.2952292","0.3146494","0.3120993","0.3034634","0.2666571","0.3120834","0.2955316","0.2699393","0.2674526","0.3120498","0.2851269","0.2855312","0.3080761","0.2994523","0.2881050","0.2802927","0.3180645","0.3013037","0.3157887","0.2757109","0.3046790","0.3033493","0.2772993","0.2756558","0.2912484","0.3093722","0.2903312","0.2960767","0.2986256","0.2970936","0.3068567","0.2827148","0.2974864","0.2772797","0.2996488","0.3033636","0.2745570","0.3161471","0.3007744","0.3051199","0.2555053","0.2856965","0.2898622"
"1715","0.2865406","0.2939059","0.3086906","0.2738029","0.3056295","0.2996811","0.2851269","0.2930521","0.2916909","0.2941312","0.3152333","0.2735792","0.3140775","0.2716459","0.2900281","0.2989422","0.3183618","0.2748783","0.2901125","0.2687899","0.3115372","0.2999791","0.3037959","0.3008014","0.2940423","0.3131277","0.3110688","0.2872600","0.2789171","0.3103677","0.3036741","0.3051260","0.3286712","0.3103142","0.3049404","0.2992448","0.2813696","0.3148693","0.3104272","0.3099340","0.3101323","0.2843251","0.2881369","0.2947268","0.3141416","0.3116211","0.3029146","0.2662866","0.3115525","0.2950728","0.2696037","0.2669824","0.3115591","0.2846541","0.2850776","0.3076587","0.2990380","0.2876631","0.2799299","0.3176288","0.3007798","0.3153205","0.2752841","0.3042451","0.3028873","0.2769142","0.2752501","0.2908351","0.3088528","0.2899052","0.2956586","0.2981834","0.2966671","0.3064559","0.2823612","0.2970603","0.2768784","0.2992404","0.3029538","0.2742445","0.3156383","0.3003544","0.3046707","0.2551171","0.2852527","0.2894782"
"1716","0.2860890","0.2934831","0.3081358","0.2733973","0.3051478","0.2992917","0.2846697","0.2926186","0.2912435","0.2936919","0.3148225","0.2732279","0.3135647","0.2712690","0.2895308","0.2985083","0.3178720","0.2745425","0.2896078","0.2683849","0.3111148","0.2995427","0.3032859","0.3003033","0.2935656","0.3126588","0.3106015","0.2868575","0.2784913","0.3100203","0.3031487","0.3046495","0.3281638","0.3097656","0.3044687","0.2987307","0.2809410","0.3143593","0.3099010","0.3094432","0.3095750","0.2838141","0.2876548","0.2942268","0.3136370","0.3111315","0.3023686","0.2659335","0.3110213","0.2946165","0.2692831","0.2665179","0.3110664","0.2841848","0.2846177","0.3072559","0.2986251","0.2872244","0.2795764","0.3172025","0.3002652","0.3148578","0.2748689","0.3038178","0.3024281","0.2765448","0.2748344","0.2904404","0.3083256","0.2894704","0.2952483","0.2977529","0.2962534","0.3060585","0.2820180","0.2966540","0.2764801","0.2988400","0.3025378","0.2739392","0.3151420","0.2999336","0.3042219","0.2547376","0.2848130","0.2891025"
