"","Genotype","a_fit","b_fit","c_fit","d_fit","e_fit","f_fit","g_fit","h_fit","end_NPQ","max_amp","gradient","end_FvFm"
"125","B1K-19-08",3.42912469938242,0.00584889690288138,3.088457899333,0.0213940823009364,0.346928411325624,0.272765670094686,0.0150846091147093,0.50128636170832,0.274963667703094,3.44712549814403,0.0354859529218523,0.777533073805957
"126","B1K-19-12",3.59895446809046,0.00891633234669591,3.20400917547096,0.022875642111073,0.392166363196955,0.268220899098082,0.0161891036628515,0.511550369754874,0.295059021249261,3.67344738864736,0.0383505930654765,0.788094721040778
"127","B1K-19-15",4.17839030591862,0.00499519502486327,3.54375471116206,0.0180930413155785,0.386458713074038,0.283262784477428,0.0133803789524351,0.509054529838113,0.340538546345749,3.92997335131966,0.0339315916915803,0.794965826561583
"128","B1K-19-20",3.37244999030475,0.0138019547654182,2.96787318606349,0.0178835910368823,0.342803955143363,0.265839086239936,0.0131781874761941,0.501877932752737,0.270272506964554,3.32386233922826,0.0429431558504762,0.774180885821991
"129","B1K-20-01",3.63660602731522,0.00651462312908307,3.22571866140264,0.0197761673319995,0.373483019765013,0.271768839675925,0.014509648653013,0.50963791498041,0.278312746245556,3.60679292932149,0.0350646855442888,0.787659027753424
"130","B1K-20-02",3.90959685277979,0.00622089766441576,3.44917513423386,0.0227269189333147,0.425790289337872,0.273621661553573,0.0163683467055215,0.510015538423326,0.316188867363668,3.9558452409735,0.0344137669079787,0.793153387352657
"131","B1K-20-07",4.21539628599955,0.00789585787581023,3.75132763297514,0.0149105342016756,0.492568607139453,0.290447702651085,0.0111488444309335,0.477043059726447,0.448737757522576,4.21793322030778,0.0357175260096418,0.768280918132247
"132","B1K-20-08",3.87011398785672,0.00538704399434792,3.38523450198581,0.0173916338071773,0.338539860093446,0.2758003882142,0.0129976984850001,0.522000623288038,0.297279872907253,3.72757224766336,0.0326119388354106,0.800215730602618
"133","B1K-20-10",4.52333687901576,0.00655263162017457,3.80101959207494,0.0135953641558966,0.51613414859732,0.291025767806308,0.00940303871475143,0.473332373207161,0.432096841641041,4.36371439646181,0.0344383325107455,0.766527499578988
"134","B1K-20-11",3.55269812039881,0.00896768288304466,3.18485554331162,0.0165326163336056,0.343525909995318,0.28085541964086,0.0122551021285432,0.482797937780192,0.292493013872024,3.50811325482264,0.0329724885174117,0.766460135122236
"135","B1K-20-13",4.10442114880837,0.00516231468095281,3.31866158635181,0.0112608138593365,0.438652877898063,0.271187607714622,0.00828589112752142,0.511441084736133,0.394493724599673,3.75665652430708,0.0263246847155051,0.783063586312886
"136","B1K-20-17",3.76017142747375,0.00800636673065352,3.4912951136201,0.014990487579038,0.344034289785172,0.291962074148564,0.0110066648549439,0.485669814779226,0.29652884415641,3.79915588455099,0.0386998576522478,0.779561333808309
"137","B1K-20-20",3.25756392978823,0.00660908942702444,2.79773095512002,0.020186126061885,0.315731073303169,0.254311287785448,0.015249519588748,0.528617413746007,0.250490638281558,3.13963510960245,0.0259281187406607,0.789604795182857
"138","B1K-21-02",3.64366964461047,0.00626524188237326,3.10159661022383,0.0181034016732603,0.419403426156959,0.259156792953171,0.0132815875472832,0.523036595148554,0.327077772153851,3.57031177435977,0.0311406905240019,0.788794537391987
"139","B1K-21-03",4.20074230130682,0.0105410910609339,3.83346296847085,0.0111787350412056,0.466580825497326,0.304129667548449,0.00735442279009629,0.459149381001446,0.396925058354402,4.28137472737946,0.0443607563658589,0.762036426836907
"140","B1K-21-08",3.96864909744282,0.00497797312327624,3.31326802195888,0.0171751146664556,0.384796686564839,0.276417572995642,0.0126356011830099,0.498308520222559,0.350132105263032,3.69768258654424,0.0316866712955495,0.774558563610147
"141","B1K-21-10",3.88941146002911,0.00483646938778898,3.26861342501751,0.0162487379343588,0.377589301964668,0.268860021905503,0.0115801585605265,0.517921999227246,0.299767942269015,3.72768069027716,0.023397447741039,0.791558196688594
"142","B1K-21-11",3.67551132784781,0.00643437546910946,3.10167701694938,0.0148251795993518,0.463454058242131,0.255535875528376,0.0102641226880787,0.519383438246028,0.345244780415788,3.65928956135336,0.0293301797371746,0.780779164012926
"143","B1K-21-15",3.45845780522303,0.0055886610994317,3.00228982516724,0.0174992681028165,0.327942217193545,0.263979341918073,0.0134014875485589,0.52117380330109,0.28330184327969,3.341499540194,0.0260756513783186,0.791959748525984
"144","B1K-21-20",3.84241382043742,0.00778594811912712,3.31262959814247,0.0136037812320725,0.421868304590876,0.266143340255376,0.0100094080266105,0.525123955762554,0.33638903064645,3.76922179157129,0.0323641880082144,0.796317928794606
"145","B1K-22-02",3.49577946309817,0.00558090803178225,2.96436246366031,0.0210979817980038,0.33407166621357,0.251925579194457,0.0153150338211885,0.54439310816188,0.250574827826789,3.32122529534129,0.0262520462876919,0.800001930129111
"146","B1K-22-03",3.55523515115903,0.00654658521507604,3.02467620238511,0.0202100439789422,0.392265769392929,0.254349383110504,0.0151690085881624,0.530913272081831,0.306277017497911,3.44716921153059,0.0287298548172878,0.794331542325131
"147","B1K-22-06",3.6494879795706,0.00676099189588631,3.19305670239831,0.0166440566561358,0.368690319806669,0.273175997354255,0.0121409442508165,0.512475178130657,0.294496702276909,3.51772374435542,0.0322328046176933,0.79134797388561
"148","B1K-22-08",4.23875316833407,0.00756155855649247,3.71426307272545,0.0129964740528246,0.401631000172524,0.298514106277385,0.01016131275343,0.477227834604905,0.349493138465931,4.12718926301076,0.0352438852126674,0.774909603622727
"149","B1K-22-09",4.067258519878,0.00520052097059998,3.39372540914963,0.0202006469556336,0.365812390412318,0.27902489946694,0.0140997912050343,0.509108751167421,0.268005880119373,3.77633412694304,0.0314294077680516,0.793543373190492
"150","B1K-22-10",3.85503532183347,0.00626726269159557,3.41931510709796,0.0165637454711906,0.351996606461866,0.286039929071175,0.0120471816014887,0.495664164682875,0.287182418560682,3.75112785651779,0.0354017069670412,0.784437691280892
"151","B1K-22-12",3.45039328213693,0.00732232773430356,2.99150163867666,0.0191497936391277,0.403165080609021,0.252931732029667,0.0139649505885217,0.527654486855421,0.331511399809848,3.39606659959734,0.0322989646786574,0.785399245548546
"152","B1K-22-13",3.58971633541903,0.00722493845372584,3.0634308762836,0.017742602275051,0.349163817235376,0.25449115156937,0.0134162792556489,0.549764346613767,0.271443589666573,3.45119612362799,0.0224479944675275,0.812719536194967
"153","B1K-22-14",3.57696494752979,0.00508782739417081,2.92783219778233,0.0181363188429199,0.378199279575913,0.252997321239721,0.0134635758230935,0.521051636392013,0.318091444522424,3.33895855608024,0.0265162570144954,0.778538465613962
"154","B1K-22-16",3.92422765026923,0.00633439915306298,3.28817346598938,0.0122210786754537,0.463429401506156,0.265134301269901,0.00903174222773842,0.517705212305013,0.409192922359601,3.77029885069869,0.0306694851191778,0.786585108902003
"155","B1K-22-18",4.05182695406191,0.00676383458170468,3.51601324331939,0.0180609791271015,0.44045890585769,0.283869739506525,0.012566895770252,0.487848859517289,0.356768302862634,3.94106069144453,0.0384475260601037,0.776274040079081
"156","B1K-23-01",3.66766428914659,0.00600427408316451,3.11051889950666,0.0234265318066145,0.421611138255518,0.258970413967331,0.0170681207085434,0.510852026990593,0.349837702960553,3.53748582025437,0.0332795154815043,0.771604271257952
"157","B1K-23-02",3.22520550511911,0.00786932312052422,2.7967739398086,0.0220099484854234,0.355606503758159,0.248694595881975,0.0165393358186949,0.524594353763855,0.290235058759781,3.17824553896086,0.0311966741689258,0.780911416426122
"158","B1K-23-06",3.65778696046404,0.00555238509494234,3.1102899718249,0.0198658643029113,0.3709069108638,0.260472302641686,0.014282844904348,0.527337381196169,0.299623410593601,3.51699252229934,0.0298605895746736,0.792034865331651
"159","B1K-23-07",3.49007836205688,0.00855834728448363,3.09883947858811,0.0145616472403714,0.404011297159734,0.260362882984546,0.0105195473091667,0.519969498230084,0.340521591258965,3.54877945746448,0.0380018872065933,0.782651149691216
"160","B1K-23-11",3.80058945540366,0.00578157777597436,3.36974596862074,0.0179085971275103,0.362515322683947,0.274175580099367,0.0128835579652012,0.522847043318593,0.294836417148315,3.72103813422591,0.0301865716324446,0.800636040287827
"161","B1K-23-12",3.98956252070576,0.00909454688977283,3.61556395790121,0.0169274387540901,0.49607420773282,0.286302782467018,0.0122768092619424,0.48214788779567,0.461072140504475,4.08851404030623,0.0457448482883878,0.76770160724262
"162","B1K-23-19",3.59679100799661,0.00572542228806742,3.01143020549614,0.0179034589103245,0.389754499450165,0.263747280948398,0.0134501467454196,0.507031529559004,0.328580893911596,3.40622565694546,0.0274201015216383,0.775677897592074
"163","B1K-24-01",3.170685393373,0.0113604949376156,3.01121199418675,0.0125483907436056,0.325986503390651,0.258353242649023,0.00964431650469897,0.533656115967773,0.314895016810702,3.26199376352611,0.040787118347727,0.790831636747893
"164","B1K-24-02",3.39977572265635,0.00837045041841362,2.97452931050388,0.0137305821385964,0.399575138617959,0.251925912844323,0.01066999943424,0.538149660364411,0.353116231180577,3.37555370955254,0.031222720594927,0.791938778836166
"165","B1K-24-03",3.77340261328192,0.00866136569805832,3.13487378640432,0.0153020673311872,0.433659069062712,0.258408060752636,0.011372614030993,0.527555874596263,0.380823949888486,3.56425571106018,0.0337139685432323,0.784384374497717
"166","B1K-24-05",3.93020800461651,0.00714051670474087,3.49557947780097,0.0160398352835486,0.414208156258532,0.290516657574439,0.0120531650502765,0.479744795814638,0.353243535904877,3.89350075383423,0.0363628400536484,0.775936718151144
"167","B1K-24-07",3.7082271108334,0.00541273656876262,3.30334487259436,0.0163826888699518,0.365120717950526,0.273728640787569,0.0124983235982056,0.515664215218562,0.333589261226898,3.61201291593483,0.0342945206668216,0.789673432520129
"168","B1K-24-09",3.41390302437342,0.00759420810439092,3.10022139975732,0.0173521322100821,0.344979738099371,0.269992047361401,0.0129938782557253,0.51579260168436,0.301698023675077,3.41244765788097,0.034546052749623,0.786230543032675
"169","B1K-24-10",3.39662155216154,0.00783595726049994,2.97430801549735,0.0157983766862497,0.42531760489594,0.254201759867872,0.0117787310463157,0.519589243171697,0.363832713984358,3.38969019730776,0.0335573514526929,0.77983617146324
"170","B1K-24-13",3.13768429475552,0.00901416813838692,2.92996649724596,0.0162014983713461,0.329812492638932,0.257742022397349,0.012277925310562,0.534790049201061,0.29143618925619,3.21865535163309,0.0374894912445034,0.793890816309456
"171","B1K-24-16",3.69054086884043,0.0069542438215371,3.22146921922694,0.0134164420003909,0.427617496617589,0.26535960276844,0.0102753083379967,0.51687881689259,0.351779427434753,3.66332679519514,0.0386652776266186,0.785554000724057
"172","B1K-24-18",3.43905792018555,0.00632771349903135,3.06177054133689,0.0204206117093045,0.321896057088266,0.262685340530772,0.0153808841547828,0.531068519599584,0.254298937155601,3.42001350160621,0.0335808592189209,0.799851013838983
"173","B1K-25-01",3.60430357284094,0.0064286565601569,3.27218564144635,0.0195402412847583,0.381511228583359,0.27607783144619,0.013654784087887,0.50017266104114,0.29285064939819,3.66519657848093,0.0422115733829051,0.780115020871126
"174","B1K-25-05",3.37970660692695,0.00600734610757967,3.01039046852182,0.0182432879485961,0.317391102593729,0.269768357751069,0.0136610419525468,0.509757162794857,0.263917975421275,3.34764117562644,0.0319068959066017,0.781287038368401
"175","B1K-25-08",3.64077624485627,0.00535072666709029,3.11546236422784,0.0195100975418548,0.381066510933313,0.264681000807332,0.0149819684150209,0.517669225417984,0.285506107012854,3.45912296209883,0.0299276634624166,0.789452168607075
"176","B1K-25-09",3.42508062635709,0.0068810763759526,2.99026892988353,0.0185682345721165,0.35263753614068,0.253925471647225,0.0133610515880926,0.543508860374827,0.261936767557533,3.35818342923262,0.0286526337308407,0.797766589168492
"177","B1K-25-13",3.79506137672276,0.00614366246787788,3.45342259426786,0.0174775633207576,0.406543571782486,0.286853656047431,0.0127399004282011,0.490324901396917,0.333622348821022,3.88052850314262,0.0404466110187913,0.779144072554304
"178","B1K-25-15",3.4878999494571,0.00570770013575257,3.01647754476222,0.0171215419615536,0.32399852951198,0.260690608638262,0.0130321654653291,0.531629970257301,0.273080397796609,3.33135415331504,0.0267644794549455,0.795954434522556
"179","B1K-25-20",3.37798958953638,0.00518651007452975,2.92344446789772,0.0186588765206617,0.408076508119551,0.250638852523674,0.0136548288680605,0.532599674474938,0.316391877506381,3.31166605286601,0.0345219650133192,0.78701693065418
"180","B1K-26-03",3.77646089279302,0.00583317357120861,3.31033273350628,0.0166610033141575,0.339882809089957,0.276973151134739,0.0124812977407183,0.516722398245702,0.273376315727094,3.666962918546,0.0301004484624627,0.798335735340635
"181","B1K-26-05",3.65039611236178,0.0075809373238314,3.45389102118522,0.0150442742284519,0.316562794569316,0.284990085531815,0.0109089637743199,0.506577716373176,0.276579377442078,3.77588281376745,0.0408117777991492,0.792281389599806
"182","B1K-26-08",3.80545146101428,0.00717002046931608,3.45721274878225,0.014278067365916,0.373033210351984,0.276825068022737,0.010379641245476,0.523413173397516,0.312689710259006,3.86794405827988,0.0344858240712212,0.804922084788946
"183","B1K-26-09",3.06152994975332,0.00646701221447287,2.84105708801842,0.0176404649225476,0.28207705903252,0.253992215653488,0.0129397583005237,0.528509309469532,0.252182418560682,3.11053531550114,0.0349851496967822,0.787832720038286
"184","B1K-26-11",3.65883138811788,0.0064900257925254,3.26931264421639,0.0160279367456396,0.370670029490763,0.268893336117337,0.0122850805302754,0.519230313591354,0.345651993530441,3.5713318391973,0.0302696935714495,0.788193383202894
"185","B1K-26-13",4.19138820615745,0.00504667501109343,3.49488378047417,0.0150479919073916,0.425919805800098,0.283791699958006,0.0105625736757458,0.493164816520422,0.374572407951472,3.87627128349578,0.0302014599784058,0.77901121815105
"186","B1K-26-16",3.34363518603928,0.00696999583282822,2.92404490840674,0.0173002719497427,0.383176675077462,0.247741536010754,0.0134284456709895,0.543827068143189,0.299625466585957,3.32516098956093,0.03389018906537,0.797042536610169
"187","B1K-26-17",3.78055996812413,0.00589162501618425,3.20562729424567,0.0147722272575093,0.425501729748214,0.264573939296525,0.0105480298979447,0.50954100719198,0.371503123565292,3.62915215469432,0.0285643235568202,0.777398012647465
"188","B1K-27-02",3.53701508758625,0.00890735246607351,3.17960144677233,0.0142001336430902,0.391401919204254,0.268768940942193,0.0105199493428413,0.510152737207125,0.352572380905331,3.54443915359768,0.0362146264075168,0.780414556075282
"189","B1K-27-08",3.38170006454976,0.00923406483975043,2.96433499682719,0.0153264120874934,0.476560872611114,0.234546303865054,0.0114119323171876,0.555947027440025,0.384087655507146,3.50861804529726,0.0381695306764339,0.794166707818037
"190","B1K-27-11",3.38884427053278,0.00478616192427146,2.84851258383387,0.0196647016258226,0.375758496537671,0.236011040323197,0.0146194737044173,0.56544059564502,0.298588137842166,3.19926330544369,0.0267537057156905,0.805790430750623
"191","B1K-27-15",3.60440253316768,0.00714122196944843,3.16877958781699,0.0203567476625666,0.389812629840849,0.26570988973813,0.0148703639484263,0.51746059268116,0.311832649113856,3.58850484696803,0.0327478355005406,0.786249811579162
"192","B1K-27-19",3.70433976856253,0.00743810813736618,3.25914320725732,0.0135291524489655,0.404714640771959,0.263243536331249,0.0100859494751847,0.534790404481405,0.363482442339069,3.64779119287191,0.0313462677078553,0.796195232218149
"193","B1K-28-01",3.21225099168309,0.00643390406092994,2.8844736243151,0.017543673249468,0.33403065803905,0.254580448926798,0.0129187587710226,0.531905805589796,0.286289929128054,3.24046804794754,0.0323152666590802,0.79072259049485
"194","B1K-28-07",3.89689185578582,0.0102229152653612,3.25958141361843,0.0167783902732301,0.424946114275046,0.268829306556437,0.0117082241658552,0.498852990404444,0.333629682025459,3.7501657356174,0.0329662960769548,0.775080160289431
"195","B1K-28-10",3.9493839231777,0.00499813037129343,3.32717103871282,0.0154782754548399,0.41060152589286,0.271817002895717,0.0110658156967994,0.511421626764625,0.332180221845471,3.78077782820225,0.0360144400299443,0.78447659692605
"196","B1K-28-13",3.6756121372915,0.0061040595032699,3.21498066657816,0.0161452308775275,0.396592926430222,0.269283908259221,0.0122685763709868,0.513402704131025,0.354491565471786,3.60972592884598,0.035040573744138,0.785845263100254
"197","B1K-28-15",3.74052336834031,0.00527332608576949,3.2026790932993,0.01744817849997,0.348503852758727,0.269668300827656,0.0129050087206506,0.520842491422501,0.285951140529432,3.54216791171346,0.0296910317643531,0.79585217949262
"198","B1K-28-17",4.10340391257448,0.0068259697633604,3.41883148407626,0.0142012184664972,0.48302191261394,0.272434567639011,0.0103483846679546,0.507863003054093,0.430820007210498,3.89551395483938,0.0280598803293332,0.781078534679682
"199","B1K-29-02",3.44137049923868,0.00608080639845577,2.98847321093506,0.0144590957795404,0.403290566023036,0.253895377864487,0.0108895390100148,0.527029448704704,0.370574827826789,3.3560836580356,0.0318256262359448,0.779661417707275
"200","B1K-29-05",3.69186689393778,0.00617622119866078,3.09307987395822,0.0181071482274653,0.38696081952045,0.263941761180412,0.0132055320235776,0.518143604990294,0.301509794292752,3.51904423231977,0.030135919532749,0.786557800620047
"201","B1K-29-13",3.77276483067442,0.00795978131598234,3.35569543864549,0.013254353608131,0.392184537895237,0.277336520140447,0.00992046485080877,0.502905138468539,0.351059774224595,3.78623682653552,0.0358939203543269,0.780473835113949
"202","B1K-29-20",4.00153554149403,0.00629912810103483,3.44075328121282,0.0144950411601148,0.40747258485674,0.281333834330004,0.0107177927244792,0.50275096047162,0.352692814442042,3.8644626851866,0.0314769210624255,0.787985314624694
"203","B1K-30-03",4.19606330177758,0.00460381008093352,3.49489679416722,0.018397456422858,0.386503348015516,0.276241960210264,0.0136125898094299,0.521474902152865,0.332317011328,3.88880523180865,0.0285097930201203,0.803556218268825
"204","B1K-30-07",3.77795546469147,0.0041380150787483,3.09871844238262,0.0202423888126495,0.331029199504569,0.263267619808029,0.0148923111347392,0.532310165626923,0.27288772174404,3.43719268024145,0.0265313776510638,0.795189411255962
"205","B1K-30-11",4.03732168497043,0.0062188536992722,3.54390469676319,0.0142020590558077,0.367864203394314,0.28573514094167,0.0104091465714346,0.51287918081537,0.317213403079299,3.91050330401264,0.0326629486662113,0.799387488614036
"206","B1K-30-13",4.03308969980841,0.00542919753859967,3.37579546503162,0.0209027154760175,0.414239130180698,0.279677064736,0.0150664589031238,0.48482718436647,0.3165598153549,3.79674210509776,0.0344567762556849,0.772064047410247
"207","B1K-30-20",3.86747769464505,0.0067903481893153,3.26282449451024,0.013691121001347,0.495017926064124,0.267821234959431,0.0096276590397746,0.499977744530594,0.408763925177809,3.81266780768816,0.0391325362602995,0.772442420570407
"208","B1K-31-01",3.47867135776225,0.0071997343628751,3.05032282474898,0.0221264114120328,0.360449772778661,0.255104068696128,0.0165684003960795,0.536452845635274,0.285957246561546,3.39250344040566,0.0336683294158109,0.797351649958618
"209","B1K-31-05",3.5924124696125,0.00592346699190563,3.0861752889695,0.0226709360931643,0.390163398795083,0.260558341490531,0.0165955609597645,0.516451713761948,0.323509348312976,3.48456264677157,0.0334177191759499,0.779081905947214
"210","B1K-31-11",3.04495976834126,0.00866941908897376,2.86681347939043,0.0163683954552602,0.32809690627979,0.25748405067361,0.0116982310671673,0.535845390978297,0.290985992182031,3.16956638290975,0.0363180376762149,0.791482265924134
"211","B1K-31-15",3.47340610623751,0.0106486497935828,3.20308688769579,0.0130253706778071,0.376478312371976,0.269852599281815,0.00983669869962518,0.52329829999585,0.330123874570106,3.54766670548416,0.0365240745978389,0.792785375087787
"212","B1K-31-19",3.72919245736537,0.00442793766921989,3.1067226261614,0.0279468574762126,0.38201098884806,0.25884251443121,0.0205011885539012,0.524625341344139,0.296115754803459,3.52566663033187,0.0295128958011912,0.791520308013389
"213","B1K-32-02",3.77299039297403,0.00657878052975293,3.35241013132712,0.0152412145695169,0.417801789449051,0.271928743053393,0.0111959841529042,0.510075394272558,0.365074805622412,3.82076434199928,0.0426329912080862,0.786606269011051
"214","B1K-32-08",3.21134373442563,0.00727553656309342,2.8380652059073,0.0264069895745081,0.385535321839817,0.249997445810563,0.0184192691138126,0.525281542538312,0.303141394173849,3.23305575005894,0.0341133029309036,0.780074260155205
"215","B1K-32-09",4.19254278945016,0.00585686596821836,3.60173746259245,0.0195712259690598,0.436579672787445,0.286400841661945,0.0127526476016522,0.495866667046853,0.330778866338439,4.09230567770368,0.0357684353926471,0.784816773484035
"216","B1K-32-13",3.59174208014197,0.00653092901510353,3.02972109068602,0.0101284179159221,0.443282680445737,0.26008108917122,0.0084109706320534,0.511759745633948,0.421003207884125,3.51419336725739,0.024797033131465,0.770411088722565
"217","B1K-32-18",3.65519233451154,0.00624878818856063,3.0485144477067,0.0193500314254959,0.457991057565079,0.246685941830206,0.0144340570896285,0.535235672481629,0.372358558492673,3.55561760169505,0.0310020443155461,0.7859926622334
"218","B1K-32-20",3.24871817920299,0.00428342171058975,2.59952241199322,0.0248243937285151,0.312960614216525,0.246036325886639,0.0184870935704788,0.519926709815049,0.256018056062866,2.97593310710537,0.0205074618262429,0.773200357509089
"219","B1K-33-03",3.80535384317562,0.00361321292047281,3.08667105981784,0.0285028214204897,0.368429807146271,0.254736195031918,0.021032954637146,0.537593927866303,0.295232607392336,3.45147392183713,0.0300156471014143,0.79399915640948
"220","B1K-33-06",3.59289110465484,0.00636790278847936,3.24551017136225,0.0161805955692368,0.39635625113709,0.270311593318301,0.0124838447178613,0.518351036078752,0.359312420701768,3.62296089161533,0.0413668415372509,0.7920417837037
"221","B1K-33-09",3.33839812567179,0.00670226041907427,2.82989945973788,0.0166968886312285,0.296634714666002,0.248747354071973,0.01328728341089,0.549299143504319,0.238301639912074,3.13935001826157,0.0191737246442359,0.800009663366193
"222","B1K-33-12",3.7528029415188,0.00975431430226231,3.39772615264673,0.0153340592190085,0.357047311481104,0.284336632344045,0.0111939559596684,0.497320969543226,0.290268939687998,3.76528152773694,0.0387043228667516,0.785130666236982
"223","B1K-33-19",3.61015471579641,0.00545671903190921,3.05001238960213,0.0225684689364579,0.367744893003701,0.254389619098515,0.0170628943153505,0.536815378119714,0.277643982858082,3.43300232233514,0.0277186407894215,0.795104621736858
"224","B1K-34-02",3.41674733075799,0.00611561536054299,3.0130107421379,0.018962704776515,0.357231959128964,0.261042838115297,0.0132168258850859,0.52141760175636,0.277705305464462,3.39095909104083,0.0294824222802086,0.791328289686734
"225","B1K-34-05",3.38327338874716,0.00745688679627081,2.96277926447726,0.0176364960871192,0.365613248240869,0.256252711828114,0.0133562557489221,0.526383536739525,0.306628618024008,3.3450059984892,0.0319038661543253,0.786436063028687
"226","B1K-34-06",3.61061074466259,0.0059434054999368,3.01760712763069,0.0194759779140933,0.391328126486261,0.258431654752587,0.0140691116879581,0.525126508086911,0.313161030013689,3.41921026033426,0.0245690070978395,0.790258330883202
"227","B1K-34-10",3.61816977735803,0.00904724270296647,3.19257091325635,0.0170765859729303,0.395091596621429,0.269977162738234,0.012381817264431,0.507652081200895,0.313640461110834,3.59467083319321,0.0367652361369924,0.783040830913118
"228","B1K-34-14",3.472728876199,0.00859225190776678,3.07906799241501,0.017205472402796,0.406029863857833,0.260201931454136,0.0126448592231546,0.515901711467839,0.351219323954871,3.48173309995149,0.0348866333960219,0.774320370062591
"229","B1K-34-19",3.55274575742764,0.00645199294140706,3.15508054230686,0.0217518596214439,0.365237414610427,0.264928733811836,0.0157767447879878,0.520744720362922,0.306623273298645,3.5387203729183,0.0362536479473213,0.791473865014074
"230","B1K-35-03",3.8537124087556,0.0047593753769569,3.1788202118952,0.0176325455501303,0.346819039848675,0.265847967333536,0.0135528524091103,0.530076777817636,0.270222710778883,3.56523037763038,0.023763811427498,0.802027659803551
"231","B1K-35-04",4.05439773944616,0.0061726525807175,3.45101875632235,0.0190045157463288,0.423451996963585,0.275585580396039,0.0138462341067511,0.506605265417601,0.348250544953294,3.89716054097589,0.0306310714317742,0.786341995016295
"232","B1K-35-07",3.80332906008753,0.00500156999103499,3.13843904974458,0.0227718798899662,0.403689289746645,0.258052469096041,0.0158973191069127,0.528824513057895,0.282882970789868,3.6024406281707,0.0259647112486245,0.795860875348868
"233","B1K-35-08",4.18311304912395,0.00462279597634532,3.33974319906727,0.0144451822735415,0.448395697640485,0.272908955170841,0.0107591647672939,0.504702557494046,0.370811347453898,3.7771874561857,0.0249979832685802,0.782870203951146
"234","B1K-35-11",3.63666974779831,0.00514677531311468,2.97445707678497,0.0209147149806988,0.445326071634452,0.247940942420104,0.0156864765887029,0.531649144845869,0.367750252809236,3.48102831089156,0.0308381541082979,0.783258879154334
"235","B1K-35-13",3.47642283594575,0.00668139261576302,3.02595965545133,0.0260362220423612,0.402989280725695,0.25946950811324,0.0189428781955867,0.516024074292514,0.316255850796678,3.43370086106639,0.0354021238768236,0.77953976899616
"236","B1K-35-19",3.66442721504303,0.00592178469208292,3.01091992109335,0.0196928131697102,0.430920004912789,0.252165004914065,0.0145626667273271,0.524662538760963,0.345551964974795,3.45981090918889,0.0260810182169228,0.782299735254818
"237","B1K-35-20",3.83563326384551,0.00547657296056724,3.23562883614831,0.0210577554937481,0.470537181621283,0.263407845476873,0.0153192511948094,0.511143757813847,0.371083813055324,3.76590058797792,0.0367897143474745,0.782647326810446
"238","B1K-36-02",4.09465793252162,0.00598012372921171,3.56111881750622,0.0149206256124378,0.394280084686789,0.281789345161465,0.0105642839192699,0.5098029957697,0.331019989564817,3.93875893068282,0.0334304429118798,0.793312332600685
"239","B1K-36-04",3.92033749121072,0.00655307153535779,3.49101769491852,0.0154780085103938,0.361023008811316,0.279929883617922,0.0113206760544651,0.523448425892436,0.307926267258271,3.83923515280872,0.0340712155753629,0.804515782959023
"240","B1K-36-06",3.49849019252417,0.00603995937685062,3.17781784082215,0.0151288191576225,0.319394712240971,0.270706281860357,0.0116212879005857,0.524121120767094,0.299623410593601,3.45973029019159,0.0331485910615597,0.79487518226082
"241","B1K-36-11",3.6720182194804,0.00814229930755064,3.19850386369126,0.0176200224506268,0.341811966058627,0.264212585786938,0.013144116574799,0.534983723165065,0.272482706578572,3.56978898127842,0.029625185237174,0.804790153235824
"242","B1K-36-15",4.04496317205916,0.00559275809047742,3.33150652317411,0.0162504949933425,0.461289659834527,0.267423862478908,0.0118770760582936,0.510967131451198,0.38064385136851,3.83739022943772,0.029637244483073,0.781752083732047
"243","B1K-36-16",3.48451181912576,0.00786761365763763,3.09205846261927,0.01920316275773,0.331930402931214,0.25719822919421,0.0145248268610396,0.542687386907607,0.27070465122824,3.45911524012549,0.0341620481214703,0.803543812328428
"244","B1K-36-19",3.48870517387654,0.00667362604195643,3.17282657845167,0.0245198758026444,0.338195403259094,0.264666692529896,0.0181271493580091,0.529401451094664,0.252058003637342,3.5300683928503,0.0349759707633705,0.797826400602863
"245","B1K-37-06",3.47410221636961,0.0056305408991563,3.03043074578164,0.0136114788500451,0.336313604125285,0.257296787747581,0.0108222118904901,0.545436387089792,0.276656109263196,3.36217922130746,0.0241527396500079,0.803344480223602
"246","B1K-37-11",4.02630821639645,0.00519940189249382,3.28488769859916,0.0169344836928533,0.497976764087666,0.261539981275371,0.0112121855436395,0.502545509657839,0.399087655507146,3.90929941184717,0.0379789115519699,0.764625803808486
"247","B1K-37-15",3.67927490293955,0.00666395687639498,3.19220900391174,0.0163089134896464,0.361097601535801,0.263613363975709,0.0122390189612883,0.53233225770791,0.287495417417813,3.6097920056267,0.0307344623479224,0.799962461548033
"248","B1K-37-19",3.72989809097136,0.00542524852747416,3.12586418616116,0.0187660471300906,0.418422004251135,0.258525564479063,0.0139855812967297,0.530941040393431,0.341976114532492,3.5831019610067,0.0294398252588592,0.792488108267671
"249","B1K-37-20",4.15240148659414,0.00599940876740443,3.63182107754807,0.0194947409462318,0.405248656849844,0.280933441020552,0.0140266894067028,0.518661752457125,0.32087036439711,4.07655490080804,0.0362844521904236,0.802786832547005
